"x","y","z","t","class"
0.1894,0.1634,-2.1176,2021-12-24 16:36:20,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:21,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:22,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:23,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:24,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:25,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:26,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:27,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:28,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:29,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:30,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:31,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:32,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:33,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:34,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:35,1
0.1894,0.1634,-2.1176,2021-12-24 16:36:36,1
