sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.27;3.083;11.5541;-0.3045;2.1417;9.5651;-0.4925;-0.696;-2.04;-26.89;-11.51;-36.9;101.94;-9.57;3.28;5.0;;;;NaN;;;;0 / 0;61030;2022-01-06 16:20:13:643
-0.136;3.473;10.443;0.3097;2.5002;9.4775;0.5477;-0.6695;3.2307;-26.51;-13.69;-36.79;99.35;-13.19;-3.12;5.0;;;;NaN;;;;0 / 0;61530;2022-01-06 16:20:14:143
0.761;3.93;10.496;-0.9581;2.2888;9.4876;-1.5247;-1.2745;1.2799;-26.76;-11.59;-36.84;96.92;-13.5;5.77;5.0;;;;NaN;;;;0 / 0;62029;2022-01-06 16:20:14:642
-0.1099;3.461;7.224;0.7931;2.2483;9.5124;0.9509;-1.1441;1.5074;-27.11;-14.46;-36.36;103.79;-11.81;-4.35;5.0;;;;NaN;;;;0 / 0;62529;2022-01-06 16:20:15:142
0.1241;2.8931;6.177;-0.7262;1.9353;9.5863;-0.6323;-0.192;4.3005;-24.96;-14.4;-36.36;102.91;-12.5;3.43;5.0;;;;NaN;;;;0 / 0;63030;2022-01-06 16:20:15:643
0.45;3.255;6.3041;0.6426;2.0427;9.57;0.392;-1.2513;3.5482;-25.8;-12.71;-36.41;98.49;-13.77;-2.12;5.0;;;;NaN;;;;0 / 0;63530;2022-01-06 16:20:16:143
-0.5359;1.5821;5.943;-0.5536;2.2507;9.5288;0.0048;0.8342;2.9366;-23.34;-12.06;-38.29;97.86;-14.79;2.77;5.0;;;;NaN;;;;0 / 0;64030;2022-01-06 16:20:16:643
0.069;2.336;6.0821;0.5983;2.2084;9.536;1.0621;-0.0163;3.9212;-26.04;-11.81;-37.09;97.26;-13.01;-3.59;5.0;;;;NaN;;;;0 / 0;64529;2022-01-06 16:20:17:142
-0.3251;0.978;5.993;-0.8004;2.5823;9.4266;-0.6784;1.16;1.2535;-23.34;-13.56;-38.16;96.94;-16.45;3.28;5.0;;;;NaN;;;;0 / 0;65029;2022-01-06 16:20:17:642
-0.0139;1.6751;5.8091;0.5576;2.1801;9.545;-1.2378;0.0207;2.2003;-28.01;-9.24;-36.9;88.15;-14.57;-2.19;5.0;;;;NaN;;;;0 / 0;65529;2022-01-06 16:20:18:142
-0.864;1.268;8.3051;-0.1386;2.7686;9.4067;0.6577;1.471;1.1198;-24.49;-11.64;-39.06;91.4;-16.4;0.84;5.0;;;;NaN;;;;0 / 0;66030;2022-01-06 16:20:18:643
2.774;1.9481;8.0111;-0.0194;2.0034;9.5998;-1.9535;1.2135;1.3186;-26.16;-9.36;-37.91;89.24;-13.95;0.66;5.0;;;;NaN;;;;0 / 0;66530;2022-01-06 16:20:19:143
-1.8791;1.1321;5.61;-0.4793;2.5412;9.4595;0.8717;1.4994;-8.4324;-22.69;-12.96;-39.11;94.65;-15.97;1.74;5.0;;;;NaN;;;;0 / 0;67029;2022-01-06 16:20:19:642
2.561;3.164;12.662;-0.1762;2.605;9.4527;-1.9298;-1.3528;-0.0568;-26.64;-8.94;-38.59;93.72;-10.78;4.21;5.0;;;;NaN;;;;0 / 0;67529;2022-01-06 16:20:20:142
0.555;2.486;17.753;-0.3703;3.064;9.3084;-0.7789;-1.6895;-2.6912;-22.39;-15.41;-37.61;96.46;-18.21;2.28;5.0;;;;NaN;;;;0 / 0;68029;2022-01-06 16:20:20:642
1.5461;6.747;11.2451;0.3188;3.337;9.2159;-1.2725;-3.4461;-2.0045;-22.86;-16.31;-32.7;100.65;-19.06;-1.2;5.0;;;;NaN;;;;0 / 0;68529;2022-01-06 16:20:21:142
0.6;4.124;16.245;0.3495;3.5798;9.1232;3.2739;-1.5551;-6.3201;-20.1;-22.5;-32.46;116.63;-20.49;-3.67;5.0;;;;NaN;;;;0 / 0;69029;2022-01-06 16:20:21:642
-0.957;3.851;13.215;-0.1276;3.483;9.1664;0.8458;-0.3337;-4.0543;-19.44;-21.11;-34.26;113.97;-19.1;1.82;5.0;;;;NaN;;;;0 / 0;69529;2022-01-06 16:20:22:142
-0.753;2.465;11.037;-0.5436;3.1063;9.2858;2.1695;1.0723;-8.2201;-16.14;-22.2;-37.26;116.62;-17.31;0.91;5.0;;;;NaN;;;;0 / 0;70030;2022-01-06 16:20:22:643
-0.32;1.22;17.672;-0.7165;2.3231;9.5005;-0.3576;1.0876;-8.1561;-17.21;-19.8;-38.16;118.5;-13.7;4.31;5.0;;;;NaN;;;;0 / 0;70529;2022-01-06 16:20:23:142
1.067;3.219;12.243;-0.7352;2.3316;9.497;0.8008;1.0306;-2.2707;-12.79;-21.19;-37.99;130.34;-11.49;3.89;5.0;;;;NaN;;;;0 / 0;71029;2022-01-06 16:20:23:642
-1.184;0.3941;12.2171;-1.1663;1.0883;9.676;0.4849;1.1408;-6.204;-11.89;-19.26;-39.06;131.52;-6.3;7.09;5.0;;;;NaN;;;;0 / 0;71529;2022-01-06 16:20:24:142
0.675;1.1441;15.948;-0.4113;1.9437;9.6033;-1.6371;-0.3718;-1.3202;-15.19;-22.99;-36.49;136.98;-7.33;0.04;5.0;;;;NaN;;;;0 / 0;72029;2022-01-06 16:20:24:642
-3.808;2.7;13.1291;-0.2135;2.5302;9.4722;1.1894;-0.7387;-2.9904;-15.49;-23.51;-35.4;132.07;-14.95;1.29;5.0;;;;NaN;;;;0 / 0;72530;2022-01-06 16:20:25:143
-0.315;3.09;13.035;-1.0186;1.9535;9.556;1.7956;0.8164;-7.6621;-13.69;-23.16;-36.11;132.64;-11.46;4.86;5.0;;;;NaN;;;;0 / 0;73029;2022-01-06 16:20:25:642
2.415;4.55;9.387;-0.7546;2.2544;9.5141;0.2429;-1.0139;-1.8065;-17.94;-22.44;-34.61;128.73;-9.99;5.92;5.0;;;;NaN;;;;0 / 0;73529;2022-01-06 16:20:26:142
-1.998;0.818;11.685;-0.6126;1.9439;9.5925;0.232;1.4824;-9.3173;-19.01;-19.56;-36.24;120.9;-11.43;3.65;5.0;;;;NaN;;;;0 / 0;74029;2022-01-06 16:20:26:642
3.671;3.5111;10.778;-0.1677;1.9693;9.6054;-3.4093;-2.9477;0.221;-19.61;-22.31;-35.21;124.48;-11.88;1.72;5.0;;;;NaN;;;;0 / 0;74529;2022-01-06 16:20:27:142
-5.213;-0.222;18.189;-0.4488;2.2457;9.5355;5.6977;1.5387;-6.7197;-16.99;-23.51;-35.64;126.13;-13.59;-3.47;5.0;;;;NaN;;;;0 / 0;75029;2022-01-06 16:20:27:642
0.6461;0.9281;10.1891;0.3141;2.5179;9.4727;-1.1449;0.2135;-0.542;-20.64;-23.34;-33.71;123.86;-14.88;-1.9;5.0;;;;NaN;;;;0 / 0;75530;2022-01-06 16:20:28:143
-3.954;-0.481;10.67;-0.4277;1.941;9.6031;2.9502;2.4586;-6.1284;-16.31;-23.21;-36.49;131.52;-11.42;2.55;5.0;;;;NaN;;;;0 / 0;76029;2022-01-06 16:20:28:642
-0.011;-0.351;11.9411;-0.4609;2.0223;9.5848;0.1384;3.1119;-4.1854;-19.26;-21.11;-36.11;120.3;-13.37;3.58;5.0;;;;NaN;;;;0 / 0;76529;2022-01-06 16:20:29:142
-2.3839;0.323;9.3041;-0.1639;1.7905;9.6404;0.4959;1.1535;-7.1857;-19.69;-20.51;-36.3;124.64;-10.81;0.16;5.0;;;;NaN;;;;0 / 0;77029;2022-01-06 16:20:29:642
-1.323;-1.2469;12.992;-0.246;1.8726;9.6231;0.939;3.9837;-3.9973;-19.01;-20.89;-35.46;123.63;-12.42;1.02;5.0;;;;NaN;;;;0 / 0;77529;2022-01-06 16:20:30:142
-1.0099;0.4301;13.311;-0.8322;1.6835;9.6252;2.0164;2.4028;-7.7891;-16.86;-19.8;-36.11;123.44;-11.04;4.37;5.0;;;;NaN;;;;0 / 0;78030;2022-01-06 16:20:30:643
0.09;2.46;8.001;-0.6972;1.7013;9.6327;2.71;3.432;-7.2471;-17.16;-21.0;-36.3;124.66;-11.2;5.12;5.0;;;;NaN;;;;0 / 0;78530;2022-01-06 16:20:31:143
0.6191;1.893;9.2561;-0.8648;1.867;9.5884;-1.5096;-0.0027;0.3353;-15.24;-23.16;-35.21;132.84;-10.63;4.45;5.0;;;;NaN;;;;0 / 0;79029;2022-01-06 16:20:31:642
0.8351;0.7631;12.2171;-0.286;2.1848;9.5559;-2.1744;-2.2931;0.3244;-15.24;-25.2;-33.71;136.55;-12.87;1.71;5.0;;;;NaN;;;;0 / 0;79529;2022-01-06 16:20:32:142
-0.234;1.977;9.5531;-0.3861;2.6547;9.4326;4.0303;2.6191;-0.7985;-11.4;-25.09;-35.04;139.84;-15.71;2.34;5.0;;;;NaN;;;;0 / 0;80029;2022-01-06 16:20:32:642
-2.345;0.069;13.902;-0.6545;2.2192;9.5298;1.6758;2.2477;-4.3868;-10.39;-26.4;-34.31;137.96;-14.93;5.21;5.0;;;;NaN;;;;0 / 0;80529;2022-01-06 16:20:33:142
-1.2611;1.1651;10.206;-0.3914;2.2212;9.5438;0.851;1.0591;-3.2649;-9.36;-26.34;-35.59;147.42;-15.72;1.27;5.0;;;;NaN;;;;0 / 0;81029;2022-01-06 16:20:33:642
-1.5791;-0.4519;11.4;-0.1571;1.8069;9.6375;0.6275;1.2058;0.8532;-5.21;-29.16;-33.19;166.14;-10.62;0.93;5.0;;;;NaN;;;;0 / 0;81529;2022-01-06 16:20:34:142
-1.311;1.563;5.802;-0.6948;1.7813;9.6185;1.0595;0.895;-1.9432;-1.14;-26.64;-35.7;171.56;-11.19;3.02;5.0;;;;NaN;;;;0 / 0;82029;2022-01-06 16:20:34:642
0.026;1.9961;6.225;-0.4984;1.1103;9.7308;-0.8661;-1.6819;3.7788;0.54;-26.76;-35.7;174.24;-7.74;3.94;5.0;;;;NaN;;;;0 / 0;82530;2022-01-06 16:20:35:143
-0.371;1.7831;6.7211;-1.0012;1.8487;9.5786;-0.47;-0.0445;3.79;-0.06;-28.56;-34.44;171.94;-11.1;5.24;5.0;;;;NaN;;;;0 / 0;83029;2022-01-06 16:20:35:642
-0.756;1.548;7.044;-0.4222;1.7964;9.6315;0.4718;0.363;2.2144;1.09;-24.79;-36.6;177.42;-9.28;2.86;5.0;;;;NaN;;;;0 / 0;83530;2022-01-06 16:20:36:143
-1.1891;0.675;7.379;-1.2295;1.3852;9.6302;0.9075;0.3978;4.6318;1.2;-25.69;-36.54;172.33;-8.23;6.22;5.0;;;;NaN;;;;0 / 0;84029;2022-01-06 16:20:36:642
0.524;2.039;7.305;0.0826;1.7289;9.6527;-1.0619;-0.6477;3.9955;-0.6;-25.5;-36.3;175.6;-8.45;0.91;5.0;;;;NaN;;;;0 / 0;84529;2022-01-06 16:20:37:142
1.6271;3.8051;6.8051;-0.3988;2.0322;9.5855;-1.9868;-1.6958;2.7747;0.54;-27.06;-35.81;179.59;-11.84;1.81;5.0;;;;NaN;;;;0 / 0;85030;2022-01-06 16:20:37:643
-0.378;2.1041;7.31;-0.0873;2.1487;9.568;0.6891;-0.0169;1.9814;2.04;-25.8;-36.19;185.46;-12.66;0.52;5.0;;;;NaN;;;;0 / 0;85529;2022-01-06 16:20:38:142
-0.057;3.1691;5.96;-0.6369;2.2664;9.5199;-0.4731;-0.7752;2.9922;1.56;-26.81;-35.1;179.55;-11.95;3.52;5.0;;;;NaN;;;;0 / 0;86029;2022-01-06 16:20:38:642
-0.835;2.405;13.998;0.6622;2.8977;9.3453;0.9681;-0.2259;4.5143;2.76;-28.14;-33.84;189.05;-12.83;-1.94;5.0;;;;NaN;;;;0 / 0;86530;2022-01-06 16:20:39:143
-1.503;0.38;18.569;-0.2963;3.0136;9.3274;0.1259;1.2429;-2.2635;4.74;-28.14;-32.94;192.27;-16.2;2.01;5.0;;;;NaN;;;;0 / 0;87029;2022-01-06 16:20:39:642
-1.048;2.826;13.811;0.2947;2.4012;9.5036;-0.2471;0.0725;-1.7221;4.99;-27.49;-33.84;198.68;-14.17;-1.78;5.0;;;;NaN;;;;0 / 0;87529;2022-01-06 16:20:40:142
1.505;1.8281;14.828;-0.4415;2.2577;9.533;0.7035;2.4196;-6.6088;7.5;-25.44;-35.21;202.95;-14.23;2.3;5.0;;;;NaN;;;;0 / 0;88030;2022-01-06 16:20:40:643
-0.591;4.0061;11.726;0.4314;2.4846;9.4769;1.0171;-1.5198;-2.2366;9.41;-24.79;-34.8;217.41;-13.22;-4.37;5.0;;;;NaN;;;;0 / 0;88529;2022-01-06 16:20:41:142
1.8401;0.275;13.3511;0.516;2.4283;9.4872;-1.9873;-0.0386;-2.0384;7.91;-26.16;-34.01;200.7;-10.85;3.65;5.0;;;;NaN;;;;0 / 0;89029;2022-01-06 16:20:41:642
0.483;-0.05;17.8301;0.4167;2.5255;9.4667;-0.062;2.5362;-8.3543;15.96;-21.71;-31.2;232.18;-14.92;-2.52;5.0;;;;NaN;;;;0 / 0;89530;2022-01-06 16:20:42:143
-0.4571;0.947;8.2031;-0.2982;1.8941;9.6174;2.2729;2.2445;-6.6177;19.91;-21.96;-30.6;230.87;-11.14;1.78;5.0;;;;NaN;;;;0 / 0;90029;2022-01-06 16:20:42:642
-2.312;1.5941;9.3281;-0.7134;2.4905;9.4583;1.49;0.8433;0.148;19.01;-21.3;-32.64;236.29;-14.84;2.7;5.0;;;;NaN;;;;0 / 0;90530;2022-01-06 16:20:43:143
0.0071;1.6511;7.41;-0.9842;2.2925;9.484;-2.0122;1.9374;-11.131;15.19;-23.34;-33.41;218.41;-14.72;7.35;5.0;;;;NaN;;;;0 / 0;91029;2022-01-06 16:20:43:642
-1.804;0.548;16.034;-0.9217;2.6529;9.3959;-1.8489;-1.5738;-5.1844;13.8;-22.01;-34.2;222.32;-15.7;5.6;5.0;;;;NaN;;;;0 / 0;91530;2022-01-06 16:20:44:143
2.97;0.438;14.495;0.2454;2.5718;9.4602;-2.4155;0.2227;1.5672;15.24;-28.39;-30.9;220.49;-13.04;-0.58;5.0;;;;NaN;;;;0 / 0;92029;2022-01-06 16:20:44:642
-0.952;1.3661;14.874;-1.7872;2.388;9.342;-0.7962;1.0681;-5.5326;13.69;-26.4;-32.64;207.17;-14.46;9.34;5.0;;;;NaN;;;;0 / 0;92530;2022-01-06 16:20:45:143
0.1691;3.564;6.546;-0.2412;2.5549;9.4649;1.5788;2.7041;-8.7923;2.51;-30.19;-34.26;186.5;-16.04;1.33;5.0;;;;NaN;;;;0 / 0;93030;2022-01-06 16:20:45:643
-1.254;1.7711;11.9081;-0.5646;3.1604;9.2663;1.4231;1.7973;-9.6275;3.96;-30.96;-33.79;185.99;-18.8;3.49;5.0;;;;NaN;;;;0 / 0;93529;2022-01-06 16:20:46:142
-0.038;0.995;6.692;-0.4824;1.2457;9.7152;-0.9658;0.6863;4.1382;6.24;-27.3;-37.44;190.46;-9.26;3.37;5.0;;;;NaN;;;;0 / 0;94029;2022-01-06 16:20:46:642
0.4571;0.459;7.214;-1.0138;1.5323;9.633;-0.9742;1.5711;-0.3846;6.19;-28.74;-35.81;187.12;-9.89;5.08;5.0;;;;NaN;;;;0 / 0;94529;2022-01-06 16:20:47:142
0.359;2.709;7.145;-0.2624;1.1386;9.7368;-1.9921;-1.3131;1.156;4.74;-30.0;-35.64;185.03;-9.19;1.43;5.0;;;;NaN;;;;0 / 0;95029;2022-01-06 16:20:47:642
-1.065;0.21;9.533;-1.2635;1.5257;9.6045;0.2125;1.2399;1.9638;6.36;-29.1;-35.81;191.67;-10.2;5.43;5.0;;;;NaN;;;;0 / 0;95530;2022-01-06 16:20:48:143
0.2321;1.701;6.1271;0.1236;1.7285;9.6523;-1.1248;0.2958;3.1117;-0.41;-31.09;-34.56;179.57;-11.92;0.28;5.0;;;;NaN;;;;0 / 0;96029;2022-01-06 16:20:48:642
-0.129;1.0481;8.9831;-0.9148;1.8173;9.5933;1.1044;1.1729;3.2468;4.31;-30.49;-35.46;183.13;-11.87;4.55;5.0;;;;NaN;;;;0 / 0;96529;2022-01-06 16:20:49:142
0.921;1.821;7.1351;-0.6324;1.5508;9.6626;-0.3318;2.4235;-1.7984;3.3;-30.36;-35.59;180.46;-10.54;4.48;5.0;;;;NaN;;;;0 / 0;97030;2022-01-06 16:20:49:643
0.356;0.962;8.964;-0.9349;1.89;9.5773;0.4959;1.7581;-0.9482;5.16;-29.64;-36.24;183.77;-11.11;5.58;5.0;;;;NaN;;;;0 / 0;97529;2022-01-06 16:20:50:142
0.2051;-0.6979;12.906;-0.2115;1.8142;9.6351;-1.5724;1.4172;-3.7647;1.14;-29.81;-36.49;178.81;-11.04;2.23;5.0;;;;NaN;;;;0 / 0;98030;2022-01-06 16:20:50:643
-0.5621;1.2731;7.121;-0.4585;1.9664;9.5965;1.0021;1.6658;-7.5448;7.39;-29.4;-35.29;196.15;-12.51;1.65;5.0;;;;NaN;;;;0 / 0;98529;2022-01-06 16:20:51:142
0.363;-0.3371;12.681;-0.0573;2.06;9.5877;-0.3719;2.3495;-3.0847;5.81;-30.0;-35.29;189.9;-11.18;1.73;5.0;;;;NaN;;;;0 / 0;99030;2022-01-06 16:20:51:643
-3.109;0.672;5.091;-0.7277;1.8919;9.5949;0.8869;2.9392;-10.9728;16.99;-24.54;-35.21;221.77;-12.41;3.38;5.0;;;;NaN;;;;0 / 0;99530;2022-01-06 16:20:52:143
0.1931;-1.1599;13.907;-0.9252;1.8128;9.5931;-1.1159;2.9705;-4.3132;17.51;-24.3;-34.86;221.14;-10.98;5.61;5.0;;;;NaN;;;;0 / 0;100029;2022-01-06 16:20:52:642
0.873;-0.9041;17.3891;0.0217;1.6771;9.6621;2.1328;1.9223;-5.1432;24.54;-13.39;-36.3;254.58;-9.15;-2.12;5.0;;;;NaN;;;;0 / 0;100530;2022-01-06 16:20:53:143
-1.867;0.672;13.454;-0.5439;1.0969;9.7299;1.8942;0.1299;-1.2481;22.8;-7.99;-38.7;257.31;-4.66;3.04;5.0;;;;NaN;;;;0 / 0;101030;2022-01-06 16:20:53:643
-2.06;2.762;14.0141;-0.1028;1.7551;9.6478;2.975;-1.0861;-2.8811;21.3;-1.74;-40.99;278.54;-7.41;-0.99;5.0;;;;NaN;;;;0 / 0;101530;2022-01-06 16:20:54:143
0.866;5.457;10.5;-0.7794;2.8819;9.3412;-0.7274;-1.9212;0.383;19.69;-15.06;-39.19;257.94;-15.55;4.49;5.0;;;;NaN;;;;0 / 0;102029;2022-01-06 16:20:54:642
-0.5261;7.283;10.029;0.0696;5.1039;8.3735;0.5312;-2.0623;-1.717;20.7;-15.6;-38.4;280.12;-28.66;-1.46;5.0;;;;NaN;;;;0 / 0;102530;2022-01-06 16:20:55:143
-0.181;7.358;11.309;-1.061;5.3031;8.1806;-0.6897;-1.7078;-0.3598;21.41;-17.4;-37.99;292.79;-31.71;7.24;5.0;;;;NaN;;;;0 / 0;103030;2022-01-06 16:20:55:643
-1.2731;8.339;7.1111;0.3914;5.7977;7.8996;1.3448;-1.7208;0.3676;21.19;-16.31;-38.7;292.55;-36.24;-2.84;5.0;;;;NaN;;;;0 / 0;103529;2022-01-06 16:20:56:142
-0.488;6.8171;6.977;-0.6109;5.8696;7.8323;-0.7199;-0.9269;0.1368;18.96;-17.46;-39.71;304.96;-36.03;5.2;5.0;;;;NaN;;;;0 / 0;104029;2022-01-06 16:20:56:642
0.0191;6.996;6.836;0.4455;5.6933;7.9723;1.2327;-0.1511;2.2442;18.06;-16.5;-41.04;295.66;-34.93;-3.23;5.0;;;;NaN;;;;0 / 0;104529;2022-01-06 16:20:57:142
0.117;5.5961;5.538;-0.6893;5.4841;8.1006;-0.4305;0.0087;1.5901;18.6;-18.54;-39.71;293.69;-33.51;4.37;5.0;;;;NaN;;;;0 / 0;105029;2022-01-06 16:20:57:642
-0.842;5.84;5.457;0.315;5.5951;8.0477;1.1868;0.5147;3.5121;18.84;-20.46;-38.89;281.75;-33.18;-1.98;5.0;;;;NaN;;;;0 / 0;105529;2022-01-06 16:20:58:142
-0.6191;4.0331;4.3631;-0.6493;5.5133;8.0841;-0.2043;1.8129;3.7236;20.59;-20.04;-36.71;285.96;-34.21;4.59;5.0;;;;NaN;;;;0 / 0;106030;2022-01-06 16:20:58:643
-1.024;5.3111;6.101;0.2227;5.0337;8.4132;0.2772;0.144;2.8698;19.8;-18.3;-37.5;278.85;-30.88;-1.52;5.0;;;;NaN;;;;0 / 0;106529;2022-01-06 16:20:59:142
-0.909;4.023;5.225;-0.7982;5.4701;8.1001;0.1643;1.4929;2.8618;22.01;-18.06;-35.1;288.23;-36.75;3.62;5.0;;;;NaN;;;;0 / 0;107030;2022-01-06 16:20:59:643
-0.378;4.3031;4.9781;0.1364;5.2448;8.2851;0.1138;0.879;2.53;21.0;-18.79;-35.46;278.63;-33.17;-0.2;5.0;;;;NaN;;;;0 / 0;107529;2022-01-06 16:21:00:142
-1.5701;3.801;4.421;-0.59;6.0509;7.6947;0.6098;2.0655;3.4004;23.21;-18.54;-32.29;285.86;-38.1;4.38;5.0;;;;NaN;;;;0 / 0;108029;2022-01-06 16:21:00:642
-0.0619;4.088;4.9301;0.1394;5.4911;8.124;0.2208;1.3504;3.2431;22.44;-18.0;-31.91;280.33;-35.31;0.63;5.0;;;;NaN;;;;0 / 0;108530;2022-01-06 16:21:01:143
-0.5261;4.157;6.6011;-0.7937;5.7693;7.8902;-0.6625;1.0464;-0.1304;26.16;-12.96;-31.69;290.33;-37.57;3.87;5.0;;;;NaN;;;;0 / 0;109029;2022-01-06 16:21:01:642
-0.787;4.0781;6.728;-0.0388;5.7437;7.9485;-0.5453;1.0968;-0.5012;21.6;-16.09;-34.31;289.85;-36.16;1.82;5.0;;;;NaN;;;;0 / 0;109529;2022-01-06 16:21:02:142
-1.172;4.1861;8.657;-0.5176;6.1764;7.5997;0.6538;1.9949;-1.0493;22.91;-16.56;-34.69;295.41;-39.04;3.9;5.0;;;;NaN;;;;0 / 0;110030;2022-01-06 16:21:02:643
0.888;5.0741;8.0681;-0.3414;6.1021;7.6693;-0.7937;0.4796;-0.7442;20.4;-18.0;-36.19;298.83;-39.45;3.63;5.0;;;;NaN;;;;0 / 0;110529;2022-01-06 16:21:03:142
-0.876;4.38;9.7031;-0.6421;6.0401;7.699;-0.6421;0.8508;-3.1019;22.09;-16.01;-36.19;299.29;-38.02;4.77;5.0;;;;NaN;;;;0 / 0;111030;2022-01-06 16:21:03:643
-0.181;4.1501;7.8911;-0.2183;5.6311;8.0258;0.4763;1.6267;-1.2224;18.96;-17.81;-37.5;297.86;-34.68;4.53;5.0;;;;NaN;;;;0 / 0;111529;2022-01-06 16:21:04:142
-1.457;3.53;10.302;-0.491;4.7907;8.5427;1.4431;1.5082;-4.4919;19.14;-7.61;-39.96;308.22;-31.5;2.41;5.0;;;;NaN;;;;0 / 0;112029;2022-01-06 16:21:04:642
1.3301;3.078;8.0681;0.1102;3.588;9.126;-0.8841;1.1772;-5.6384;17.21;-12.0;-40.44;280.98;-21.46;-0.69;5.0;;;;NaN;;;;0 / 0;112529;2022-01-06 16:21:05:142
-0.773;3.894;15.683;0.3185;4.6076;8.6509;0.8673;0.8149;-7.0689;18.19;-13.56;-39.79;285.17;-26.17;-3.27;5.0;;;;NaN;;;;0 / 0;113029;2022-01-06 16:21:05:642
3.906;5.1341;10.4981;-0.2043;4.4298;8.7467;-4.1655;-0.6777;-1.7497;17.29;-12.6;-41.16;294.95;-26.65;2.47;5.0;;;;NaN;;;;0 / 0;113529;2022-01-06 16:21:06:142
2.3621;5.543;11.664;0.132;4.8259;8.536;-0.0147;-1.8834;0.2;19.61;-13.8;-39.41;283.03;-27.08;-2.05;5.0;;;;NaN;;;;0 / 0;114030;2022-01-06 16:21:06:643
1.259;7.8101;12.92;-0.4614;4.7882;8.5458;-0.5295;-1.5589;-7.1857;19.14;-15.24;-38.76;278.8;-25.43;3.23;5.0;;;;NaN;;;;0 / 0;114530;2022-01-06 16:21:07:143
-0.576;5.936;11.049;0.5049;4.4382;8.7303;2.13;-0.891;-4.5217;19.2;-10.14;-40.61;293.12;-26.91;-3.31;5.0;;;;NaN;;;;0 / 0;115029;2022-01-06 16:21:07:642
0.2051;6.7661;12.176;-0.545;4.3924;8.751;0.2455;-1.0018;0.2839;19.14;-13.61;-39.79;286.41;-25.01;4.04;5.0;;;;NaN;;;;0 / 0;115529;2022-01-06 16:21:08:142
-0.7511;6.015;12.284;0.5881;4.7796;8.5428;-0.5418;-2.8336;-0.0601;18.41;-11.81;-40.2;285.29;-25.66;-4.73;5.0;;;;NaN;;;;0 / 0;116029;2022-01-06 16:21:08:642
0.7991;6.1061;10.05;-0.2796;5.0094;8.4261;-1.072;-1.0528;-1.636;17.34;-15.6;-39.9;293.94;-30.72;1.9;5.0;;;;NaN;;;;0 / 0;116529;2022-01-06 16:21:09:142
0.284;5.795;6.5891;0.5014;4.7795;8.5484;0.2138;-0.9759;1.952;17.04;-15.11;-39.79;286.93;-29.17;-3.36;5.0;;;;NaN;;;;0 / 0;117030;2022-01-06 16:21:09:643
-0.859;5.187;7.578;-0.0356;5.0294;8.4187;0.2338;0.8898;3.5884;17.81;-15.54;-39.24;290.18;-31.26;0.13;5.0;;;;NaN;;;;0 / 0;117530;2022-01-06 16:21:10:143
0.818;6.005;6.675;0.5994;4.6751;8.5997;-0.0544;-1.0455;3.6419;18.54;-14.4;-39.54;283.85;-27.52;-4.14;5.0;;;;NaN;;;;0 / 0;118030;2022-01-06 16:21:10:643
-0.359;3.681;5.474;-0.5107;4.9759;8.435;-0.4534;0.3021;3.2095;19.56;-16.26;-37.99;288.97;-30.49;3.47;5.0;;;;NaN;;;;0 / 0;118530;2022-01-06 16:21:11:143
-0.849;4.8011;5.148;0.5515;4.9385;8.4544;1.1329;1.5125;2.6882;19.56;-17.04;-37.44;279.55;-30.62;-2.34;5.0;;;;NaN;;;;0 / 0;119029;2022-01-06 16:21:11:642
-0.368;4.1981;5.4311;-0.8535;5.2677;8.2276;-0.1612;1.8886;1.4835;22.2;-15.96;-36.84;294.42;-36.21;4.84;5.0;;;;NaN;;;;0 / 0;119529;2022-01-06 16:21:12:142
-0.435;3.291;5.052;0.1495;4.8439;8.5255;-0.225;1.3455;2.7442;17.76;-14.21;-39.84;296.68;-31.22;0.56;5.0;;;;NaN;;;;0 / 0;120029;2022-01-06 16:21:12:642
-0.864;1.3691;6.723;-0.6144;4.0981;8.8881;0.6435;2.8398;2.1621;20.76;-10.39;-39.49;293.07;-24.7;3.95;5.0;;;;NaN;;;;0 / 0;120529;2022-01-06 16:21:13:142
-0.579;1.79;6.525;0.2745;3.0083;9.3298;0.1573;1.0442;0.2027;19.5;-6.66;-41.34;289.2;-19.56;-0.45;5.0;;;;NaN;;;;0 / 0;121030;2022-01-06 16:21:13:643
-1.747;0.435;10.127;-0.2541;2.8019;9.3944;0.5106;1.339;-0.0835;21.0;-5.04;-40.14;289.45;-17.32;0.79;5.0;;;;NaN;;;;0 / 0;121530;2022-01-06 16:21:14:143
