ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.933,3.4541,9.182,0.8781,3.4319,9.1445,-0.0673,-0.1133,-0.4351,-0.0477,0.0344,-0.0162,4.09,-4.86,-17.89,284.78,-20.73,-5.72,5.0,45.36631,15.085337,447.3,NaN,53.02,2.0,129.6,19 / 38,252521,2021-12-17 08:20:43:882
1.151,3.741,9.2921,0.977,3.5695,9.0815,-0.1913,-0.3564,-0.1166,0.0286,-0.0733,-0.12,3.71,-5.34,-17.59,286.08,-21.35,-6.14,5.0,45.36631,15.085337,447.3,NaN,53.02,2.0,129.6,19 / 38,253021,2021-12-17 08:20:44:382
0.938,3.485,9.26,1.0195,3.6526,9.0437,0.2416,0.1386,0.3455,-0.0088,0.0862,0.1092,3.96,-5.34,-17.59,287.2,-21.87,-6.43,5.0,45.366222,15.085483,447.4,NaN,51.88,2.1,129.09,18 / 38,253522,2021-12-17 08:20:44:883
1.311,3.54,9.603,0.906,3.6336,9.0635,-0.3412,-0.0594,-0.3072,-0.0098,-0.0461,-0.1529,3.84,-5.21,-17.4,284.59,-21.75,-5.71,5.0,45.366222,15.085483,447.4,NaN,51.88,2.1,129.09,18 / 38,254022,2021-12-17 08:20:45:383
1.376,3.6281,9.177,1.0355,3.4858,9.1075,0.0256,-0.2692,0.289,0.0039,-0.0505,0.065,3.11,-4.86,-17.16,284.63,-20.87,-5.98,5.0,45.366142,15.085628,447.5,NaN,53.11,2.1,130.04,18 / 38,254522,2021-12-17 08:20:45:883
1.22,3.482,9.047,1.2525,3.5583,9.0521,0.2882,0.3835,0.1907,0.0209,0.047,0.137,3.41,-5.34,-17.64,281.11,-21.18,-7.75,5.0,45.366142,15.085628,447.5,NaN,53.11,2.1,130.04,18 / 38,255021,2021-12-17 08:20:46:382
0.971,3.612,9.174,1.2349,3.3987,9.1156,0.1022,-0.1395,-0.1658,0.049,0.0633,0.1346,3.96,-5.64,-17.94,273.22,-20.24,-7.68,5.0,45.36605,15.085775,447.5,NaN,54.45,2.1,131.14,17 / 38,255521,2021-12-17 08:20:46:882
0.524,3.212,9.4541,1.0122,3.5377,9.0901,0.3959,0.1345,-0.0207,0.0081,0.0762,0.0502,4.74,-5.34,-18.11,276.29,-21.07,-6.56,5.0,45.36605,15.085775,447.5,NaN,54.45,2.1,131.14,17 / 38,256021,2021-12-17 08:20:47:382
1.505,3.348,9.38,0.862,3.4532,9.138,-0.6559,-0.2684,-0.7921,-0.0316,-0.0136,0.3409,4.14,-5.46,-17.81,286.64,-20.92,-4.58,5.0,45.365963,15.08592,447.5,NaN,53.15,2.1,130.31,17 / 38,256522,2021-12-17 08:20:47:883
1.8761,3.597,9.399,1.5867,3.1948,9.1349,-0.2299,-0.2632,-0.131,-0.018,-0.0843,0.3256,4.09,-6.24,-17.51,270.2,-19.31,-8.61,5.0,45.365963,15.08592,447.5,NaN,53.15,2.1,130.31,17 / 38,257021,2021-12-17 08:20:48:382
0.842,2.855,8.892,1.2722,3.2999,9.1467,0.8289,0.1005,0.1664,-0.0103,0.1161,-0.1851,5.04,-5.94,-17.34,268.29,-19.81,-9.2,5.0,45.365875,15.086063,447.4,NaN,53.22,2.1,131.75,17 / 38,257522,2021-12-17 08:20:48:883
1.0001,3.2141,8.837,0.9979,3.2817,9.1872,0.0642,0.0755,0.3688,0.06,-0.015,0.0204,5.46,-6.11,-17.4,267.91,-19.31,-6.1,5.0,45.365875,15.086063,447.4,NaN,53.22,2.1,131.75,17 / 38,258021,2021-12-17 08:20:49:382
0.926,2.853,8.964,1.1167,3.3289,9.1565,0.1164,0.0365,-0.0651,0.0025,0.0074,0.0865,5.46,-6.19,-17.1,269.22,-19.9,-6.73,5.0,45.365788,15.086205,447.1,NaN,54.28,2.0,134.28,18 / 38,258522,2021-12-17 08:20:49:883
1.1531,3.36,9.2291,1.0499,3.2268,9.2009,0.3047,-0.176,0.1285,-0.0049,0.0268,0.0245,5.94,-6.24,-17.21,267.69,-19.27,-6.62,5.0,45.365788,15.086205,447.1,NaN,54.28,2.0,134.28,18 / 38,259021,2021-12-17 08:20:50:382
1.0691,3.1421,8.9711,1.1078,3.2918,9.171,0.1408,-0.0316,0.0862,0.0113,0.0344,0.0124,5.1,-6.3,-17.51,270.95,-19.56,-7.11,5.0,45.365788,15.086205,447.1,NaN,54.28,2.0,134.28,19 / 38,259521,2021-12-17 08:20:50:882
0.986,3.4631,9.1601,1.0091,3.2009,9.2145,0.0284,-0.1225,-0.1563,-0.0143,0.0323,0.0399,6.0,-6.41,-18.11,270.01,-19.22,-6.41,5.0,45.365692,15.08634,447.0,NaN,53.06,2.1,134.6,19 / 38,260022,2021-12-17 08:20:51:383
0.9071,3.083,8.99,1.0341,3.2555,9.1925,0.1352,0.1773,0.2031,-0.0142,-0.0121,0.0088,5.76,-6.19,-17.51,270.51,-19.42,-6.33,5.0,45.365597,15.086472,446.8,NaN,53.5,2.1,135.46,19 / 38,260521,2021-12-17 08:20:51:882
1.3211,3.099,9.4541,1.1825,3.1356,9.2163,-0.1114,0.2617,-0.1136,-0.0133,-0.0542,0.0484,5.81,-6.11,-16.91,266.4,-18.71,-7.0,5.0,45.365597,15.086472,446.8,NaN,53.5,2.1,135.46,19 / 38,261021,2021-12-17 08:20:52:382
0.861,2.8601,8.9591,1.2849,3.1364,9.2023,0.4268,0.2897,0.2537,0.0045,-0.0015,-0.0036,6.49,-6.71,-16.99,259.66,-18.65,-7.95,5.0,45.365486,15.086608,449.5,NaN,53.42,2.0,134.86,19 / 38,261521,2021-12-17 08:20:52:882
0.962,3.147,9.474,1.17,3.0158,9.2578,0.2166,-0.1305,-0.2084,-0.0142,0.0089,-0.0319,7.01,-6.0,-17.51,266.97,-17.91,-7.2,5.0,45.365486,15.086608,449.5,NaN,53.42,2.0,134.86,19 / 38,262021,2021-12-17 08:20:53:382
1.125,2.972,9.701,1.0422,2.9962,9.2794,-0.0747,0.027,-0.4183,0.0194,0.0774,0.1599,7.31,-7.09,-17.21,258.87,-17.79,-6.41,5.0,45.365387,15.086742,451.1,NaN,56.9,2.0,138.3,19 / 38,262522,2021-12-17 08:20:53:883
1.61,2.802,9.969,0.9958,2.8616,9.3269,-0.516,0.0422,-0.3845,-0.0488,0.0762,0.2129,7.39,-6.36,-17.16,263.34,-16.97,-6.09,5.0,45.365387,15.086742,451.1,NaN,56.9,2.0,138.3,19 / 38,263021,2021-12-17 08:20:54:382
0.9551,2.633,8.9681,1.2053,2.5822,9.3835,0.4971,0.1577,0.6801,-0.0439,-0.0117,0.0565,7.14,-5.7,-17.04,260.14,-15.27,-7.32,5.0,45.365284,15.08687,452.1,NaN,55.3,2.0,138.79,19 / 38,263522,2021-12-17 08:20:54:883
1.115,2.508,9.624,1.2494,2.4721,9.4073,-0.0309,-0.3337,-0.4266,0.0279,-0.0509,-0.0854,6.71,-5.94,-18.49,260.6,-14.6,-7.57,5.0,45.365284,15.08687,452.1,NaN,55.3,2.0,138.79,19 / 38,264021,2021-12-17 08:20:55:382
0.531,2.139,8.949,1.1273,2.4639,9.4249,0.6097,0.3255,0.4763,0.0736,0.0375,-0.0082,7.5,-6.79,-19.14,257.02,-14.31,-6.99,5.0,45.36518,15.086995,452.2,NaN,55.56,2.0,140.4,20 / 38,264521,2021-12-17 08:20:55:882
1.22,2.3981,9.4181,0.953,2.5584,9.419,-0.3818,0.025,0.0073,-0.0085,0.0289,0.2201,7.61,-7.61,-18.6,253.33,-15.28,-5.58,5.0,45.36518,15.086995,452.2,NaN,55.56,2.0,140.4,20 / 38,265022,2021-12-17 08:20:56:383
0.804,2.841,9.569,0.9898,2.4908,9.4333,-0.0998,-0.4921,-0.2099,0.0374,-0.0188,-0.0492,7.61,-7.39,-18.36,255.59,-14.44,-5.91,5.0,45.36508,15.08711,452.3,NaN,52.91,2.0,141.76,20 / 38,265521,2021-12-17 08:20:56:882
0.7871,2.7311,9.387,0.9387,2.5681,9.4178,0.1624,-0.156,0.0333,-0.0081,0.0843,-0.0403,7.61,-7.14,-18.41,256.9,-15.16,-6.13,5.0,45.36508,15.08711,452.3,NaN,52.91,2.0,141.76,20 / 38,266022,2021-12-17 08:20:57:383
1.383,2.7041,9.387,1.0068,2.6228,9.3956,-0.042,0.1166,0.2155,0.0065,-0.08,0.0569,7.26,-7.31,-17.1,254.53,-15.56,-5.63,5.0,45.36497,15.087225,451.4,NaN,52.39,2.0,141.82,20 / 38,266521,2021-12-17 08:20:57:882
1.271,2.489,9.6431,1.2833,2.4203,9.4162,0.2481,-0.0313,-0.0227,-0.0349,0.0386,0.0276,7.39,-7.14,-17.64,254.4,-14.29,-7.76,5.0,45.36497,15.087225,451.4,NaN,52.39,2.0,141.82,20 / 38,267022,2021-12-17 08:20:58:383
0.8951,2.424,9.4571,1.1162,2.4586,9.4276,0.0947,-0.0339,-0.4471,0.0121,0.0015,-0.0455,7.69,-7.39,-18.11,255.88,-14.52,-6.75,5.0,45.364864,15.087337,451.2,NaN,53.11,1.9,143.42,20 / 38,267521,2021-12-17 08:20:58:882
1.211,2.2811,9.507,1.0745,2.3618,9.4572,0.1347,-0.1716,-0.0499,0.007,0.0356,0.1973,7.31,-7.74,-17.81,247.91,-13.94,-6.48,5.0,45.364864,15.087337,451.2,NaN,53.11,1.9,143.42,20 / 38,268021,2021-12-17 08:20:59:382
1.496,2.1611,9.198,1.1835,2.3969,9.4353,-0.2739,0.204,0.0645,-0.0481,-0.0199,0.0927,7.01,-7.5,-17.04,252.97,-14.53,-6.9,5.0,45.36476,15.087438,451.1,NaN,51.89,1.9,144.32,20 / 38,268522,2021-12-17 08:20:59:883
1.1411,2.3141,9.2891,1.3669,2.2606,9.4441,0.1683,0.2857,-0.022,0.0375,0.045,0.0802,6.79,-7.69,-17.4,245.87,-13.17,-8.13,5.0,45.36476,15.087438,451.1,NaN,51.89,1.9,144.32,20 / 38,269021,2021-12-17 08:21:00:382
1.146,2.288,8.9471,1.3944,2.4387,9.3957,0.6316,0.5182,0.3109,0.0096,0.0689,0.0063,6.9,-7.91,-16.8,247.91,-14.4,-8.44,5.0,45.364655,15.087537,450.6,NaN,51.73,1.9,145.65,20 / 38,269522,2021-12-17 08:21:00:883
1.493,2.372,9.608,1.2747,2.3368,9.4385,-0.2917,-0.1148,-0.0821,0.0066,-0.1086,-0.2023,6.24,-7.91,-16.74,243.57,-13.5,-7.2,5.0,45.364655,15.087537,450.6,NaN,51.73,1.9,145.65,20 / 38,270021,2021-12-17 08:21:01:382
1.103,2.0921,9.909,1.356,2.199,9.4602,0.1438,0.2513,0.0758,-0.0762,0.0622,0.0507,6.6,-7.26,-16.91,252.02,-13.73,-8.37,5.0,45.36455,15.08764,449.7,NaN,51.21,1.9,145.63,20 / 38,270521,2021-12-17 08:21:01:882
1.046,2.376,9.318,1.0293,2.0667,9.531,0.1712,0.3505,0.8821,0.0173,0.1056,0.155,6.84,-7.91,-16.61,243.57,-12.15,-6.68,5.0,45.36455,15.08764,449.7,NaN,51.21,1.9,145.63,20 / 38,271022,2021-12-17 08:21:02:383
1.2821,1.845,9.6791,0.9024,2.1121,9.5339,-0.4869,-0.5166,-0.7631,0.0393,-0.1004,-0.1848,6.66,-7.44,-16.74,248.09,-12.15,-5.08,5.0,45.36445,15.08774,448.8,NaN,51.2,1.9,146.28,20 / 38,271521,2021-12-17 08:21:02:882
1.5431,2.472,10.005,1.2124,2.1022,9.5017,0.0819,0.2225,0.3215,-0.0044,-0.0155,-0.0056,6.19,-7.44,-16.31,245.74,-12.4,-7.22,5.0,45.36445,15.08774,448.8,NaN,51.2,1.9,146.28,20 / 38,272021,2021-12-17 08:21:03:382
1.2491,2.18,8.5301,1.1928,2.5608,9.3909,0.1032,0.2181,0.7012,0.1007,-0.078,-0.1841,6.11,-7.56,-16.39,243.04,-14.22,-7.13,5.0,45.36434,15.08784,446.9,NaN,48.88,1.8,145.32,20 / 38,272522,2021-12-17 08:21:03:883
1.278,2.618,9.672,1.2052,2.5334,9.3968,-0.3611,-0.1498,-0.4371,-0.0683,-0.1144,-0.1479,4.5,-6.54,-16.61,250.83,-15.31,-7.18,5.0,45.36434,15.08784,446.9,NaN,48.88,1.8,145.32,20 / 38,273022,2021-12-17 08:21:04:383
1.223,2.747,9.1601,1.6055,2.6972,9.2907,0.2571,0.2319,0.1924,0.0395,-0.0184,-0.0407,4.44,-6.71,-16.26,247.99,-15.63,-9.56,5.0,45.36424,15.087938,445.2,NaN,46.91,1.8,144.44,20 / 38,273521,2021-12-17 08:21:04:882
1.376,2.865,9.569,1.2726,2.7353,9.3311,-0.1439,-0.0705,-0.2168,-0.0194,0.0655,-0.0181,4.5,-7.26,-16.39,250.72,-16.2,-7.77,5.0,45.36424,15.087938,445.2,NaN,46.91,1.8,144.44,20 / 38,274022,2021-12-17 08:21:05:383
1.7801,2.4431,9.1361,1.4369,2.7981,9.2885,0.0476,0.183,0.3263,0.0077,-0.0468,-0.0073,4.61,-6.6,-16.01,251.39,-16.42,-8.28,5.0,45.364147,15.088035,444.4,NaN,47.6,1.8,143.66,20 / 38,274521,2021-12-17 08:21:05:882
1.658,2.226,9.5981,1.6491,2.5408,9.3271,-0.3259,0.0075,-0.5476,-0.0873,-0.0441,-0.0362,4.69,-6.0,-16.09,255.89,-15.02,-10.03,5.0,45.364147,15.088035,444.4,NaN,47.6,1.8,143.66,20 / 38,275021,2021-12-17 08:21:06:382
1.601,2.5151,9.9161,1.3172,2.1636,9.4739,0.1867,-0.1519,-0.4009,-0.0389,0.1177,0.0782,5.21,-6.19,-15.96,251.51,-13.03,-8.5,5.0,45.36405,15.088135,443.6,NaN,47.14,1.8,143.64,20 / 38,275521,2021-12-17 08:21:06:882
0.701,1.773,8.909,1.2066,2.2911,9.4586,0.512,0.5205,0.5509,-0.0209,0.0853,0.2217,4.8,-6.71,-16.74,248.09,-13.92,-7.63,5.0,45.36405,15.088135,443.6,NaN,47.14,1.8,143.64,20 / 38,276021,2021-12-17 08:21:07:382
1.4021,2.34,9.677,1.1858,2.2056,9.4815,-0.2035,-0.1234,-0.1889,0.0212,-0.0685,-0.0723,5.16,-6.6,-16.39,243.01,-12.7,-6.55,5.0,45.36396,15.088238,442.9,NaN,46.7,1.8,142.69,20 / 38,276521,2021-12-17 08:21:07:882
1.263,1.914,9.387,1.3574,2.1945,9.4611,-0.2089,0.0425,0.6351,-0.0333,0.0044,0.0586,5.34,-7.09,-16.5,244.95,-13.14,-8.2,5.0,45.36396,15.088238,442.9,NaN,46.7,1.8,142.69,20 / 38,277021,2021-12-17 08:21:08:382
1.266,1.8311,10.022,1.0002,2.0164,9.5448,0.4963,-0.0947,-0.2618,0.0092,0.1418,0.2155,5.81,-7.5,-16.26,239.2,-11.99,-6.72,5.0,45.363873,15.08834,442.3,NaN,44.56,1.8,141.95,20 / 38,277522,2021-12-17 08:21:08:883
0.543,1.9811,9.801,0.471,1.8082,9.627,-0.21,-0.194,-0.4657,-0.0267,0.0751,0.1084,7.01,-7.14,-16.74,244.02,-10.63,-2.8,5.0,45.363873,15.08834,442.3,NaN,44.56,1.8,141.95,20 / 38,278021,2021-12-17 08:21:09:382
0.572,1.23,9.617,0.5778,1.7002,9.6408,-0.2394,0.3926,0.1883,-0.1111,0.0213,0.1992,6.9,-6.96,-16.31,242.15,-9.98,-3.43,5.0,45.36379,15.088437,441.9,NaN,42.23,1.8,140.64,21 / 38,278522,2021-12-17 08:21:09:883
0.351,1.905,9.9911,0.5843,1.4691,9.6784,-0.4236,-0.3152,-0.6322,0.0276,-0.0544,-0.0436,6.6,-7.5,-16.91,235.47,-8.42,-3.33,5.0,45.36379,15.088437,441.9,NaN,42.23,1.8,140.64,21 / 38,279022,2021-12-17 08:21:10:383
0.452,1.826,9.39,0.5916,1.6589,9.6472,0.2511,-0.1117,0.0176,0.0267,0.0342,-0.0749,6.84,-7.26,-16.74,242.94,-9.74,-3.51,5.0,45.363712,15.088525,441.5,NaN,38.47,1.8,140.85,23 / 38,279521,2021-12-17 08:21:10:882
1.3301,1.685,9.651,0.9186,1.8651,9.5837,-0.6478,-0.0417,-0.3864,0.0069,-0.183,-0.0953,6.19,-7.56,-16.61,236.86,-10.86,-4.36,5.0,45.363712,15.088525,441.5,NaN,38.47,1.8,140.85,23 / 38,280022,2021-12-17 08:21:11:383
1.845,2.001,9.789,1.5259,1.6429,9.5469,-0.1222,-0.1686,-0.2189,-0.0232,-0.0741,0.0601,6.24,-8.34,-16.61,238.59,-9.79,-8.61,5.0,45.363644,15.088605,441.0,NaN,34.35,1.8,140.09,23 / 38,280521,2021-12-17 08:21:11:882
2.759,1.725,8.832,1.9396,1.7524,9.4519,-0.8118,-0.0182,0.694,-0.0314,-0.1988,0.0487,6.24,-8.76,-16.39,235.41,-10.29,-11.6,5.0,45.363644,15.088605,441.0,NaN,34.35,1.8,140.09,23 / 38,281021,2021-12-17 08:21:12:382
2.001,1.967,9.4421,2.141,1.7291,9.4126,0.3159,-0.1369,-0.0127,0.0672,0.1079,0.0637,7.86,-9.66,-15.6,236.88,-10.16,-12.81,5.0,45.363575,15.088678,440.5,NaN,33.03,1.8,144.92,23 / 38,281522,2021-12-17 08:21:12:883
2.9441,2.171,9.8801,2.1757,1.9313,9.3652,-0.5756,-0.0982,-0.169,-7.0E-4,-0.1734,-0.037,8.1,-10.61,-14.89,233.55,-11.36,-13.08,5.0,45.363575,15.088678,440.5,NaN,33.03,1.8,144.92,23 / 38,282022,2021-12-17 08:21:13:383
2.9201,1.9931,9.4091,2.6479,1.9501,9.2388,-0.1579,0.2067,0.3175,0.019,-0.0109,0.1063,8.59,-11.59,-14.76,233.74,-11.59,-15.79,5.0,45.36351,15.088732,440.1,NaN,29.06,1.9,153.3,23 / 38,282521,2021-12-17 08:21:13:882
2.819,2.228,9.471,2.8125,1.956,9.1888,-0.1295,-0.2914,-0.3318,0.0586,-0.0351,-0.0216,10.61,-13.56,-14.94,232.18,-11.25,-16.89,5.0,45.36351,15.088732,440.1,NaN,29.06,1.9,153.3,23 / 38,283022,2021-12-17 08:21:14:383
3.4031,2.2541,9.308,2.945,2.1974,9.0922,-0.3783,0.0318,-0.0198,0.0176,-0.0826,-0.0268,12.54,-15.0,-14.81,233.88,-12.71,-17.59,5.0,45.363457,15.088765,439.6,NaN,25.23,1.9,159.63,22 / 38,283521,2021-12-17 08:21:14:882
3.2051,2.331,9.399,3.0898,2.1479,9.056,-0.1519,-0.1812,-0.2195,-0.0102,-8.0E-4,-0.0071,14.29,-16.09,-14.81,233.29,-12.66,-18.82,5.0,45.363457,15.088765,439.6,NaN,25.23,1.9,159.63,22 / 38,284021,2021-12-17 08:21:15:382
3.671,2.628,8.763,3.398,2.3758,8.887,-0.3644,-0.288,-0.1315,-0.0654,-0.1033,-0.0092,16.8,-16.56,-14.89,235.7,-14.43,-20.37,5.0,45.363403,15.088772,439.3,NaN,23.5,2.0,176.27,22 / 38,284521,2021-12-17 08:21:15:882
3.348,2.853,9.2321,3.4599,2.5584,8.8122,0.108,-0.2778,-0.7562,-0.0289,0.0763,-0.0278,18.9,-17.16,-14.94,237.75,-14.98,-21.79,5.0,45.363403,15.088772,439.3,NaN,23.5,2.0,176.27,22 / 38,285021,2021-12-17 08:21:16:382
3.5591,2.642,8.471,3.4214,2.6196,8.8092,-0.1608,-0.0827,0.0845,-1.0E-4,-0.1129,-0.1203,21.79,-16.61,-16.31,241.06,-15.28,-20.76,5.0,45.363346,15.088755,439.1,NaN,24.09,1.9,192.69,22 / 38,285522,2021-12-17 08:21:16:883
3.183,3.051,9.33,3.3729,2.8088,8.7695,0.2039,-0.3093,-0.3281,-0.0047,0.0835,-0.1467,24.84,-15.96,-16.91,245.45,-16.39,-21.5,5.0,45.363346,15.088755,439.1,NaN,24.09,1.9,192.69,22 / 38,286021,2021-12-17 08:21:17:382
2.922,2.7881,8.918,3.1064,2.9746,8.8132,0.3356,0.2538,0.3287,0.0164,-0.0468,-0.1268,26.34,-15.54,-18.11,247.25,-17.28,-19.32,5.0,45.363346,15.088755,439.1,NaN,26.3,1.9,204.61,22 / 38,286521,2021-12-17 08:21:17:882
2.9891,3.1571,9.05,2.8639,3.0144,8.8816,-0.3233,-0.1592,-0.5028,-0.0228,-0.0601,-0.1034,27.66,-14.4,-18.6,252.11,-17.69,-18.14,5.0,45.36329,15.088717,438.8,NaN,26.3,2.0,204.61,22 / 38,287021,2021-12-17 08:21:18:382
2.036,2.867,9.45,2.7525,2.9931,8.9239,0.5271,0.1796,-0.4352,-0.1075,0.1715,-0.0786,29.76,-13.5,-18.71,252.98,-17.77,-17.14,5.0,45.363228,15.08865,438.0,NaN,28.97,2.0,216.23,21 / 38,287522,2021-12-17 08:21:18:883
2.285,2.771,9.2201,2.2345,2.8319,9.1191,0.0503,0.5247,0.2142,-0.0304,-0.0216,-0.0115,30.24,-13.44,-19.39,254.91,-17.12,-13.64,5.0,45.363228,15.08865,438.0,NaN,28.97,2.0,216.23,21 / 38,288021,2021-12-17 08:21:19:382
2.408,2.75,9.26,2.3636,2.6249,9.1484,-0.0567,-0.1136,-0.3014,-0.0265,-0.0302,-0.0425,30.36,-12.79,-19.56,255.04,-15.68,-14.27,5.0,45.36317,15.088563,437.3,NaN,31.9,2.0,223.99,20 / 38,288521,2021-12-17 08:21:19:882
1.895,2.6111,9.033,2.1702,2.6876,9.1781,0.1391,-0.0192,-0.3523,0.0037,0.0547,-0.0722,31.61,-12.19,-19.74,256.92,-15.83,-13.79,5.0,45.36317,15.088563,437.3,NaN,31.9,2.0,223.99,20 / 38,289021,2021-12-17 08:21:20:382
1.943,2.9051,9.024,2.0026,2.7906,9.1855,0.0072,-0.1717,-0.0581,0.0279,-0.0131,-0.073,31.91,-12.0,-20.04,257.4,-16.35,-12.38,5.0,45.363117,15.08847,436.5,NaN,33.48,1.9,227.97,20 / 38,289522,2021-12-17 08:21:20:883
1.9811,3.2291,9.138,1.8455,3.0477,9.1365,0.0569,0.0511,0.3023,0.0748,0.0089,-0.1012,32.1,-11.4,-20.16,259.5,-17.46,-11.67,5.0,45.363117,15.08847,436.5,NaN,33.48,1.9,227.97,20 / 38,290021,2021-12-17 08:21:21:382
2.108,3.7241,9.66,1.9717,3.1508,9.075,0.3954,0.1431,-0.1455,-0.0502,0.0483,0.0499,31.99,-11.34,-20.46,260.0,-19.09,-12.48,5.0,45.363056,15.088372,435.6,NaN,36.26,1.9,229.33,20 / 38,290521,2021-12-17 08:21:21:882
2.513,3.743,9.971,2.1246,3.1055,9.0561,0.1987,-0.0377,-0.2569,-0.0126,-0.0308,0.0788,32.34,-12.06,-19.39,257.64,-18.55,-12.94,5.0,45.363056,15.088372,435.6,NaN,36.26,1.9,229.33,20 / 38,291021,2021-12-17 08:21:22:382
1.9721,2.7671,9.7061,2.0204,3.0689,9.0923,-0.0825,0.2697,-0.101,-0.1622,0.095,0.0157,32.21,-11.46,-19.31,259.44,-19.4,-12.95,5.0,45.36299,15.088257,436.2,NaN,39.34,1.8,230.7,20 / 38,291522,2021-12-17 08:21:22:883
1.61,2.633,8.48,1.9518,2.7688,9.203,-0.1317,-0.185,-0.1317,0.0204,-0.0085,-0.048,32.1,-11.46,-20.29,258.98,-16.4,-11.97,5.0,45.36299,15.088257,436.2,NaN,39.34,1.8,230.7,20 / 38,292021,2021-12-17 08:21:23:382
2.151,2.8931,9.3611,1.999,2.8346,9.1728,-0.1993,0.1182,-0.2063,-0.052,-0.0212,0.056,32.4,-11.7,-19.44,257.95,-17.02,-12.16,5.0,45.362926,15.08814,436.4,NaN,41.7,1.8,231.3,20 / 38,292521,2021-12-17 08:21:23:882
1.9121,2.915,9.684,1.9368,2.7217,9.2202,0.0656,0.0391,-0.0051,-0.0092,0.0425,-0.0197,32.94,-11.81,-19.31,257.16,-16.11,-11.86,5.0,45.362926,15.08814,436.4,NaN,41.7,1.8,231.3,20 / 38,293021,2021-12-17 08:21:24:382
1.496,2.79,9.4931,1.5496,2.8044,9.2685,0.004,0.0275,0.0322,-0.0093,0.0385,0.0,33.19,-11.76,-18.6,257.8,-16.65,-9.73,5.0,45.36287,15.088023,436.4,NaN,40.97,1.8,232.47,20 / 38,293522,2021-12-17 08:21:24:883
1.998,2.8721,9.366,1.6727,2.7749,9.2559,-0.3267,-0.0853,-0.0993,-0.001,-0.0506,-0.0018,32.76,-12.06,-19.5,257.65,-16.43,-9.99,5.0,45.36287,15.088023,436.4,NaN,40.97,1.8,232.47,20 / 38,294021,2021-12-17 08:21:25:382
1.919,2.592,9.287,1.8802,2.6341,9.2572,-0.0214,-0.0294,-0.3821,-0.0532,-0.0293,-0.0045,32.04,-11.51,-18.6,256.85,-15.72,-11.31,5.0,45.36287,15.088023,436.4,NaN,40.97,1.8,232.47,20 / 38,294522,2021-12-17 08:21:25:883
1.8281,2.4671,9.4091,1.7315,2.6672,9.2768,0.1773,-0.066,0.0224,0.0234,0.0623,-0.0045,33.3,-11.51,-17.59,256.74,-15.78,-10.89,5.0,45.36281,15.0879,436.2,NaN,42.11,1.8,233.17,20 / 38,295021,2021-12-17 08:21:26:382
1.8281,2.783,9.5171,1.8723,2.603,9.2676,0.1095,-0.0729,-0.0441,-0.0117,-0.0835,-0.0184,33.41,-11.7,-18.41,256.59,-15.45,-11.06,5.0,45.362743,15.087778,436.5,NaN,42.04,1.8,231.97,20 / 38,295521,2021-12-17 08:21:26:882
1.496,1.835,8.741,2.0299,2.482,9.2677,-0.6676,-0.4707,-0.6327,-0.0366,-0.0704,0.0282,33.41,-12.36,-19.31,256.71,-14.96,-11.91,5.0,45.362743,15.087778,436.5,NaN,42.04,1.8,231.97,20 / 38,296021,2021-12-17 08:21:27:382
1.752,2.3381,9.165,1.9763,2.3843,9.3048,0.1248,0.1164,-0.0737,-0.0238,0.0637,-0.0344,33.36,-12.54,-19.74,255.33,-14.15,-12.43,5.0,45.362675,15.08766,436.2,NaN,41.96,1.8,232.33,20 / 38,296522,2021-12-17 08:21:27:883
1.601,2.171,9.699,1.7806,2.2914,9.3675,-0.0191,0.171,-0.1038,-0.0232,0.0282,0.0018,33.96,-12.0,-19.56,257.04,-13.62,-10.91,5.0,45.362675,15.08766,436.2,NaN,41.96,1.8,232.33,20 / 38,297021,2021-12-17 08:21:28:382
1.5311,2.115,9.4301,1.7443,2.1428,9.4094,-0.1233,-0.2153,-0.4269,-0.0052,0.0065,-0.0045,34.91,-12.0,-19.31,256.6,-12.62,-10.54,5.0,45.362617,15.087545,436.0,NaN,39.74,1.8,232.43,21 / 38,297522,2021-12-17 08:21:28:883
1.6991,2.226,9.488,1.6362,2.1887,9.4182,-0.102,0.1651,0.0507,-0.0205,0.0234,0.0073,35.7,-11.64,-19.26,257.06,-12.9,-9.86,5.0,45.362617,15.087545,436.0,NaN,39.74,1.8,232.43,21 / 38,298021,2021-12-17 08:21:29:382
