sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
9.3113;2.0088;0.2131;9.5527;2.214;0.1217;-0.2892;-0.2818;-0.4593;0.0323;-0.0899;-0.0376;24.0;-7.08;-12.3;-32.58;253.13;-13.17;-89.09;0.0;998.52;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;32241;2021-12-12 13:51:19:196
9.3113;2.0088;0.2131;9.5527;2.214;0.1217;-0.2892;-0.2818;-0.4593;0.0323;-0.0899;-0.0376;24.0;-7.08;-12.3;-32.58;253.13;-13.17;-89.09;0.0;998.52;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;32241;2021-12-12 13:51:19:196
8.5021;1.2259;-5.5643;9.5205;1.7896;-1.5254;-1.2675;-0.7625;-3.1171;-0.2035;-0.3135;0.0449;25.0;-9.0;-8.16;-34.32;258.51;-10.89;-98.35;0.0;998.59;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;32703;2021-12-12 13:51:19:658
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33402;2021-12-12 13:51:20:357
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33403;2021-12-12 13:51:20:358
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33403;2021-12-12 13:51:20:358
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33404;2021-12-12 13:51:20:359
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33404;2021-12-12 13:51:20:359
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33405;2021-12-12 13:51:20:360
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33405;2021-12-12 13:51:20:360
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33413;2021-12-12 13:51:20:368
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33414;2021-12-12 13:51:20:369
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33415;2021-12-12 13:51:20:370
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33415;2021-12-12 13:51:20:370
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33415;2021-12-12 13:51:20:370
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33416;2021-12-12 13:51:20:371
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33447;2021-12-12 13:51:20:402
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33448;2021-12-12 13:51:20:403
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.56;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33449;2021-12-12 13:51:20:404
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33451;2021-12-12 13:51:20:406
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33452;2021-12-12 13:51:20:407
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33453;2021-12-12 13:51:20:408
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33453;2021-12-12 13:51:20:408
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33454;2021-12-12 13:51:20:409
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33455;2021-12-12 13:51:20:410
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33455;2021-12-12 13:51:20:410
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33456;2021-12-12 13:51:20:411
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33458;2021-12-12 13:51:20:413
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33459;2021-12-12 13:51:20:414
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33459;2021-12-12 13:51:20:414
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33462;2021-12-12 13:51:20:417
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33463;2021-12-12 13:51:20:418
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33464;2021-12-12 13:51:20:419
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33465;2021-12-12 13:51:20:420
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33465;2021-12-12 13:51:20:420
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33466;2021-12-12 13:51:20:421
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33466;2021-12-12 13:51:20:421
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33467;2021-12-12 13:51:20:422
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33467;2021-12-12 13:51:20:422
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33468;2021-12-12 13:51:20:423
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33468;2021-12-12 13:51:20:423
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33468;2021-12-12 13:51:20:423
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33469;2021-12-12 13:51:20:424
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33469;2021-12-12 13:51:20:424
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33469;2021-12-12 13:51:20:424
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33470;2021-12-12 13:51:20:425
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33470;2021-12-12 13:51:20:425
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-10.56;-7.56;-34.32;259.0;-10.51;-99.1;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33471;2021-12-12 13:51:20:426
9.4406;1.494;-5.8803;9.4317;1.9223;-1.8757;-0.2377;-0.4594;-3.94;-0.1522;-0.2561;-0.109;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33471;2021-12-12 13:51:20:426
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33473;2021-12-12 13:51:20:428
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33473;2021-12-12 13:51:20:428
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33474;2021-12-12 13:51:20:429
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33474;2021-12-12 13:51:20:429
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33475;2021-12-12 13:51:20:430
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33475;2021-12-12 13:51:20:430
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33475;2021-12-12 13:51:20:430
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33476;2021-12-12 13:51:20:431
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33476;2021-12-12 13:51:20:431
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33477;2021-12-12 13:51:20:432
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33477;2021-12-12 13:51:20:432
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33478;2021-12-12 13:51:20:433
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33479;2021-12-12 13:51:20:434
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33479;2021-12-12 13:51:20:434
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33479;2021-12-12 13:51:20:434
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33479;2021-12-12 13:51:20:434
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33480;2021-12-12 13:51:20:435
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33480;2021-12-12 13:51:20:435
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33480;2021-12-12 13:51:20:435
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33480;2021-12-12 13:51:20:435
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33480;2021-12-12 13:51:20:435
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33480;2021-12-12 13:51:20:435
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33481;2021-12-12 13:51:20:436
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33481;2021-12-12 13:51:20:436
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33481;2021-12-12 13:51:20:436
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33481;2021-12-12 13:51:20:436
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33481;2021-12-12 13:51:20:436
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33482;2021-12-12 13:51:20:437
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33482;2021-12-12 13:51:20:437
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33482;2021-12-12 13:51:20:437
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33482;2021-12-12 13:51:20:437
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33483;2021-12-12 13:51:20:438
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33483;2021-12-12 13:51:20:438
9.3353;2.9162;-0.1317;9.3514;2.9506;-0.1212;-0.0162;-0.0343;-0.0105;0.0048;-0.0038;0.0015;26.0;-6.96;6.48;-22.5;285.56;-11.3;-101.25;0.0;998.98;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;33483;2021-12-12 13:51:20:438
