sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.557;4.289;6.264;0.6685;4.1317;8.8686;0.1596;-0.0538;0.5447;0.0571;0.049;-0.1308;725.0;-27.11;1.09;-11.76;75.09;-24.63;-5.04;2.0;62.838;45.311462;14.532692;714.19;NaN;69.95;6.774193;102.75;20 / 39;540548;2021-12-16 10:37:36:152
0.7271;3.863;8.9351;0.3327;4.2246;8.8438;-0.1959;0.1623;0.483;-0.0738;-0.0172;-0.1133;721.0;-27.71;0.54;-10.26;78.18;-25.94;-2.35;2.0;62.553;45.311462;14.532692;714.19;NaN;69.95;6.774193;102.75;20 / 39;541048;2021-12-16 10:37:36:652
0.588;4.3301;7.2521;0.611;4.2836;8.8005;-1.0373;0.4794;1.5179;0.111;0.0806;0.1719;725.0;-25.26;2.7;-11.21;71.16;-25.9;-3.97;2.0;62.502;45.31142;14.532925;719.35;NaN;68.78;6.774193;104.19;21 / 39;541547;2021-12-16 10:37:37:151
0.806;5.009;7.022;1.1267;4.3448;8.7191;0.8866;-0.3423;-0.8591;0.0716;0.1448;0.1437;722.0;-24.66;3.66;-13.99;64.12;-26.3;-7.36;2.0;60.238;45.31142;14.532925;719.35;NaN;68.78;6.774193;104.19;21 / 39;542047;2021-12-16 10:37:37:651
0.957;4.854;8.052;0.7539;4.6403;8.6064;-0.008;-0.0955;-0.2395;0.0567;-0.0485;0.0388;723.0;-24.71;3.3;-11.04;70.01;-28.12;-4.54;2.0;61.927;45.311375;14.533152;724.52;NaN;67.7;6.451613;103.26;22 / 39;542547;2021-12-16 10:37:38:151
0.675;4.6361;7.305;0.8082;4.7622;8.5346;-0.1532;-0.0583;0.1683;0.0378;-0.0914;0.027;718.0;-25.14;3.06;-10.99;69.48;-28.87;-4.97;2.0;64.696;45.311375;14.533152;724.52;NaN;67.7;6.451613;103.26;22 / 39;543047;2021-12-16 10:37:38:651
1.0961;4.658;9.545;1.0462;4.8573;8.4548;0.2073;0.1852;-3.1405;0.0631;-0.0175;0.1391;719.0;-23.89;2.94;-10.09;68.32;-29.69;-7.05;2.0;64.211;45.31134;14.533387;727.42;NaN;68.53;6.774193;102.1;20 / 39;543547;2021-12-16 10:37:39:151
1.1681;4.643;7.731;1.1259;4.7541;8.503;0.0206;0.1301;0.7693;-0.0424;-0.0241;0.0894;727.0;-22.99;2.81;-10.8;66.3;-29.0;-7.54;2.0;64.395;45.31134;14.533387;727.42;NaN;68.53;6.774193;102.1;20 / 39;544048;2021-12-16 10:37:39:652
0.359;4.43;9.687;1.0312;4.793;8.4932;0.184;0.2201;-0.183;-0.0048;0.0037;-0.0587;733.0;-23.7;2.64;-9.36;69.73;-29.26;-6.92;2.0;63.514;45.311302;14.533625;730.0;NaN;70.39;6.774193;101.12;20 / 39;544547;2021-12-16 10:37:40:151
1.0601;4.811;9.378;0.8932;4.689;8.5666;-0.8108;-0.1523;0.2164;-0.0253;-0.1126;-0.1086;737.0;-24.79;1.26;-13.01;70.58;-28.71;-5.81;2.0;64.888;45.311302;14.533625;730.0;NaN;70.39;6.774193;101.12;20 / 39;545047;2021-12-16 10:37:40:651
1.2491;4.863;8.25;1.0792;4.7612;8.5051;0.0587;0.0343;-0.3411;0.0153;0.0921;-0.0289;735.0;-18.84;29.34;-3.11;33.45;-29.05;-7.23;2.0;65.42;45.311264;14.533883;726.45;NaN;70.95;6.774193;102.61;20 / 39;545548;2021-12-16 10:37:41:152
1.103;4.7921;9.0791;0.9384;4.5733;8.6241;-0.1084;0.169;0.7618;-0.1071;-0.1276;-0.2545;744.0;-33.0;13.01;-20.76;53.15;-28.1;-6.04;2.0;63.723;45.311264;14.533883;726.45;NaN;70.95;6.774193;102.61;20 / 39;546047;2021-12-16 10:37:41:651
0.629;4.452;10.3181;0.7702;4.3816;8.7395;0.1436;-0.0586;-1.5711;-0.1585;-0.3913;-0.8929;741.0;-19.14;12.3;-9.54;48.28;-27.03;-5.4;2.0;63.4;45.31123;14.534143;727.74;NaN;70.36;6.774193;101.46;21 / 39;546547;2021-12-16 10:37:42:151
0.7871;4.382;8.882;0.6569;4.2932;8.7924;-0.1195;-0.0789;-0.088;-0.1017;-0.2773;-0.6421;762.0;-22.39;-6.79;-4.99;98.78;-26.17;-4.48;2.0;62.253;45.31123;14.534143;727.74;NaN;70.36;6.774193;101.46;21 / 39;547047;2021-12-16 10:37:42:651
0.935;4.5431;8.4251;0.8022;4.4064;8.7242;-0.124;-0.1292;0.3068;0.1672;1.0003;1.921;760.0;-22.09;10.2;-0.79;64.73;-26.73;-5.31;2.0;62.742;45.31119;14.534408;728.39;NaN;74.81;6.774193;100.51;21 / 39;547547;2021-12-16 10:37:43:151
0.873;3.9041;9.806;0.62;4.0784;8.8968;-0.2108;-0.0894;-0.3514;-0.1756;-0.9056;-1.9979;758.0;-19.09;-1.09;20.59;114.04;-24.77;-4.08;2.0;61.096;45.31119;14.534408;728.39;NaN;74.81;6.774193;100.51;21 / 39;548047;2021-12-16 10:37:43:651
0.6821;4.1141;8.801;0.8248;4.3166;8.7668;0.1438;0.2032;-0.0319;-0.5932;-3.6589;-7.495;755.0;28.26;-2.7;-6.3;267.55;-26.11;-5.37;2.0;61.995;45.31116;14.534665;730.0;NaN;73.26;6.774193;99.43;18 / 39;548547;2021-12-16 10:37:44:151
0.315;3.758;8.715;0.5882;4.1597;8.8612;-0.1064;0.2779;1.2066;-0.12;-0.4917;-1.1352;755.0;32.4;16.56;10.91;287.5;-25.1;-3.8;2.0;61.949;45.31116;14.534665;730.0;NaN;73.26;6.774193;99.43;18 / 39;549047;2021-12-16 10:37:44:651
0.7061;3.894;8.985;0.6229;4.0257;8.9206;-0.6574;-0.5099;0.3942;-0.01;-0.1598;-0.2335;765.0;37.99;-4.91;-30.11;279.42;-24.24;-3.99;2.0;61.273;45.311134;14.534922;731.61;NaN;71.62;6.774193;98.31;19 / 39;549548;2021-12-16 10:37:45:152
1.029;4.361;8.004;0.9936;4.196;8.8078;0.1491;-0.4077;-1.1896;0.0815;0.3341;0.5891;770.0;41.21;-0.84;19.91;253.47;-25.38;-6.53;2.0;61.94;45.311134;14.534922;731.61;NaN;71.62;6.774193;98.31;19 / 39;550047;2021-12-16 10:37:45:651
0.7421;4.763;9.0671;0.8708;4.1953;8.8211;0.4486;2.0E-4;-0.8902;-0.0763;-0.235;-0.6456;805.0;34.61;19.74;14.94;286.88;-25.47;-5.87;2.0;60.737;45.31111;14.535173;732.9;NaN;72.44;6.774193;97.17;18 / 39;550547;2021-12-16 10:37:46:151
0.923;4.703;9.4451;0.728;4.2847;8.791;0.5918;0.0761;0.932;-0.0239;-0.1701;-0.3286;887.0;44.51;22.61;-6.79;295.96;-25.91;-4.73;2.0;62.938;45.31111;14.535173;732.9;NaN;72.44;6.774193;97.17;18 / 39;551047;2021-12-16 10:37:46:651
0.4061;4.365;10.065;0.4895;4.219;8.8392;0.0264;-0.085;1.1573;0.0128;0.3928;0.689;894.0;34.56;-27.9;-8.16;237.35;-25.48;-3.17;2.0;61.135;45.311092;14.535415;733.23;NaN;72.73;6.774193;94.01;19 / 39;551547;2021-12-16 10:37:47:151
0.5051;3.779;9.071;0.5684;4.2718;8.8091;0.0099;0.0358;-0.0987;-0.1416;-0.6413;-1.1678;982.0;42.0;13.69;2.7;283.75;-26.06;-3.24;2.0;62.144;45.311092;14.535415;733.23;NaN;72.73;6.774193;94.01;19 / 39;552047;2021-12-16 10:37:47:651
1.046;3.963;8.511;0.6019;4.1933;8.8445;-0.0928;-0.1789;-0.2948;-0.2619;-2.2931;-4.8854;1045.0;-11.51;25.99;12.41;34.1;-24.92;-3.86;2.0;61.042;45.31108;14.535663;733.87;NaN;69.97;6.774193;93.4;18 / 39;552547;2021-12-16 10:37:48:151
0.335;3.686;8.186;0.713;4.3298;8.7701;0.1954;0.557;-0.914;-0.0825;-0.5555;-1.2409;1108.0;-15.36;3.71;-0.41;74.45;-26.02;-4.93;2.0;62.243;45.31108;14.535663;733.87;NaN;69.97;6.774193;93.4;18 / 39;553047;2021-12-16 10:37:48:651
0.7511;4.011;6.9221;0.7279;4.1552;8.853;0.1286;-0.0263;0.9532;0.1125;0.7136;1.5983;1211.0;-13.26;28.91;34.01;51.86;-25.07;-4.7;2.0;60.096;45.311077;14.535925;733.87;NaN;70.65;7.096774;92.6;21 / 39;553547;2021-12-16 10:37:49:151
0.7181;3.9731;7.946;0.5608;4.1359;8.8741;-0.1475;0.1724;0.9335;-0.0147;-0.0961;-0.263;1235.0;-23.04;21.06;7.2;54.47;-25.04;-3.86;2.0;60.093;45.311077;14.535925;733.87;NaN;70.65;7.096774;92.6;21 / 39;554047;2021-12-16 10:37:49:651
0.95;4.0901;7.9661;0.5451;4.1407;8.8729;-0.3947;0.0546;0.9186;-0.0173;-0.4249;-0.844;1237.0;-28.61;0.71;5.81;55.4;-24.89;-3.45;2.0;61.666;45.31107;14.53618;734.19;NaN;70.57;7.096774;90.71;20 / 39;554547;2021-12-16 10:37:50:151
1.2041;4.208;8.487;0.7314;4.1141;8.8718;-0.4672;-0.0809;0.3864;0.0941;0.5383;1.1344;1227.0;-34.2;39.96;2.81;43.29;-24.78;-4.73;2.0;62.391;45.31107;14.53618;734.19;NaN;70.57;7.096774;90.71;20 / 39;555048;2021-12-16 10:37:50:652
0.8801;4.148;8.234;0.957;4.1769;8.8209;-0.0646;-0.1407;-0.332;0.0659;-0.3116;-0.5664;1197.0;-21.3;8.4;3.41;71.88;-24.43;-5.87;2.0;60.965;45.311066;14.536435;733.87;NaN;70.34;6.774193;91.12;22 / 39;555547;2021-12-16 10:37:51:151
0.9281;4.2701;7.86;0.5387;4.2781;8.8078;0.0484;-0.3801;0.9353;0.0429;0.2175;0.3274;1262.0;-28.01;22.69;9.19;58.41;-25.86;-3.5;2.0;60.126;45.311066;14.536435;733.87;NaN;70.34;6.774193;91.12;22 / 39;556047;2021-12-16 10:37:51:651
0.3491;4.296;7.302;0.4794;4.3058;8.7977;-0.188;-0.3387;-1.7308;0.0331;0.3129;0.6381;1265.0;-21.84;30.06;-9.3;34.35;-26.04;-3.12;2.0;60.355;45.311073;14.536702;730.97;NaN;70.43;6.774193;88.47;21 / 39;556547;2021-12-16 10:37:52:151
0.9071;4.4351;8.124;0.6397;4.2553;8.8121;-0.1094;-0.144;-1.049;-0.1679;-1.1047;-2.112;1275.0;-26.64;15.6;25.14;95.51;-26.02;-3.17;2.0;60.92;45.311073;14.536702;730.97;NaN;70.43;6.774193;88.47;21 / 39;557047;2021-12-16 10:37:52:651
0.3371;4.473;8.727;0.7378;4.306;8.7798;0.0159;0.0701;0.6348;-0.0373;-0.1624;-0.3106;1279.0;-30.06;21.11;16.91;68.23;-26.1;-4.78;2.0;60.71;45.31109;14.536957;728.39;NaN;70.1;6.451613;86.44;23 / 39;557548;2021-12-16 10:37:53:152
0.777;4.152;7.9421;0.6482;4.2999;8.7898;0.0081;0.1729;0.2771;0.0384;0.3242;0.7087;1281.0;-25.91;23.76;13.09;50.78;-26.09;-4.18;2.0;60.852;45.31109;14.536957;728.39;NaN;70.1;6.451613;86.44;23 / 39;558047;2021-12-16 10:37:53:651
0.7511;4.322;8.217;0.6262;4.2876;8.7974;-4.0E-4;0.0244;0.5708;0.0664;0.5774;1.3992;1292.0;-12.19;43.5;-5.29;15.51;-26.07;-3.56;2.0;60.988;45.311104;14.53722;726.45;NaN;70.38;6.451613;85.71;24 / 39;558547;2021-12-16 10:37:54:151
0.303;3.786;7.5131;0.667;4.5423;8.6656;0.3673;0.7695;1.1608;-0.0723;-0.762;-1.5844;1289.0;-31.69;16.56;6.19;67.24;-27.31;-4.8;2.0;61.225;45.311104;14.53722;726.45;NaN;70.38;6.451613;85.71;24 / 39;559047;2021-12-16 10:37:54:651
0.9311;4.404;7.685;0.5933;4.4683;8.7093;-0.3329;0.0689;1.0275;0.0039;-0.1534;-0.2414;1293.0;-25.74;16.69;12.79;69.51;-27.05;-3.74;2.0;61.808;45.311115;14.537478;722.58;NaN;70.33;6.451613;84.25;23 / 39;559548;2021-12-16 10:37:55:152
0.935;5.0;8.609;0.7123;4.5124;8.6776;-0.2139;-0.4863;0.0696;0.1334;0.8559;1.6825;1224.0;-12.84;35.1;7.69;26.01;-27.45;-4.55;2.0;61.142;45.311115;14.537478;722.58;NaN;70.33;6.451613;84.25;23 / 39;560047;2021-12-16 10:37:55:651
0.7391;4.356;7.413;0.7536;4.5403;8.6596;-0.1862;-0.4039;0.1332;-0.0056;0.033;0.0832;1275.0;-28.74;37.09;9.6;45.4;-27.58;-4.97;2.0;63.198;45.31113;14.537737;717.42;NaN;70.45;6.129032;83.86;24 / 39;560547;2021-12-16 10:37:56:151
1.199;4.988;9.849;0.8669;4.6211;8.606;-0.3998;-0.0234;-1.3777;-0.0568;-0.127;-0.2032;1278.0;-35.64;25.69;1.74;56.71;-28.08;-5.58;2.0;64.311;45.31113;14.537737;717.42;NaN;70.45;6.129032;83.86;24 / 39;561047;2021-12-16 10:37:56:651
1.1171;4.6001;9.234;0.9987;4.5117;8.6497;0.3994;0.5074;0.1506;0.1279;0.5423;1.133;1272.0;-21.71;28.2;-10.5;34.21;-27.43;-6.31;2.0;63.782;45.311157;14.537992;714.52;NaN;70.6;6.129032;82.86;24 / 39;561547;2021-12-16 10:37:57:151
0.6341;4.16;10.725;1.027;4.4888;8.6583;0.5231;0.5798;0.5814;0.0887;-0.0936;-0.1451;1270.0;-21.54;20.21;1.61;50.7;-27.1;-6.74;2.0;62.838;45.311157;14.537992;714.52;NaN;70.6;6.129032;82.86;24 / 39;562047;2021-12-16 10:37:57:651
0.873;4.851;9.72;0.842;4.5126;8.6659;-0.1386;-0.3907;-0.664;-0.0114;0.066;0.0804;1259.0;-20.94;21.9;0.79;46.35;-27.53;-5.77;2.0;62.457;45.311184;14.538243;712.58;NaN;73.57;6.129032;81.99;24 / 39;562547;2021-12-16 10:37:58:151
0.6701;4.973;9.936;0.7781;4.4855;8.6859;0.2197;0.3858;0.3639;-0.0151;-0.0148;-0.0586;1259.0;-21.11;20.4;-0.3;48.29;-27.22;-5.12;2.0;62.451;45.311184;14.538243;712.58;NaN;73.57;6.129032;81.99;24 / 39;563048;2021-12-16 10:37:58:652
0.4211;4.298;9.179;0.7075;4.4996;8.6847;0.258;-0.0496;1.0981;0.0056;0.0201;0.0028;1251.0;-20.89;20.64;-0.66;46.34;-27.31;-4.66;2.0;62.915;45.311207;14.538507;707.42;NaN;74.87;6.129032;82.59;23 / 39;563548;2021-12-16 10:37:59:152
0.6341;4.2701;7.2521;0.4892;4.4112;8.7448;-0.5187;-0.2742;-1.6883;-0.0436;-0.0231;0.0121;1235.0;-21.11;20.7;0.9;48.14;-26.73;-3.2;2.0;62.558;45.311207;14.538507;707.42;NaN;74.87;6.129032;82.59;23 / 39;564047;2021-12-16 10:37:59:651
0.56;4.851;10.386;0.5825;4.4107;8.7394;0.1194;0.2701;0.8124;-0.0309;0.011;-0.0239;1214.0;-21.06;20.4;1.14;49.36;-26.73;-3.81;2.0;61.844;45.311234;14.538773;704.52;NaN;75.87;6.129032;82.74;21 / 39;564547;2021-12-16 10:38:00:151
0.753;4.239;9.2411;0.548;4.4141;8.7399;-0.3646;-0.1215;-1.666;0.0139;-0.0104;0.027;1138.0;-22.14;21.06;-0.06;48.59;-26.63;-3.45;2.0;62.172;45.311234;14.538773;704.52;NaN;75.87;6.129032;82.74;21 / 39;565047;2021-12-16 10:38:00:651
1.163;4.6121;7.767;0.6973;4.3788;8.747;-0.4877;0.3063;1.5963;-0.0069;-0.0274;-0.0191;1131.0;-21.0;21.0;0.06;47.04;-26.55;-4.35;2.0;62.339;45.311253;14.539043;702.58;NaN;75.74;6.451613;83.98;19 / 38;565547;2021-12-16 10:38:01:151
1.5671;4.0571;10.299;1.0426;4.4869;8.6574;-0.2105;-0.1167;-1.1901;-0.0111;0.0686;-0.0044;1006.0;-20.94;19.99;0.19;46.27;-27.15;-7.43;2.0;64.409;45.311253;14.539043;702.58;NaN;75.74;6.451613;83.98;19 / 38;566047;2021-12-16 10:38:01:651
1.041;4.181;7.9781;1.1776;4.0728;8.8428;0.4694;0.4362;0.6161;-0.0586;-0.0143;0.0428;982.0;-20.89;20.29;-0.71;46.37;-24.83;-7.52;2.0;63.879;45.31127;14.53932;697.1;NaN;75.16;6.451613;85.29;18 / 38;566548;2021-12-16 10:38:02:152
0.801;4.236;10.091;0.8031;4.2282;8.8118;0.0268;-0.4163;-0.9676;0.0274;0.0182;-0.0737;932.0;-22.5;19.99;-0.9;48.33;-25.33;-5.5;2.0;63.521;45.31127;14.53932;697.1;NaN;75.16;6.451613;85.29;18 / 38;567047;2021-12-16 10:38:02:651
0.4661;3.8531;10.6031;0.5114;4.0237;8.9285;0.021;0.4824;-0.0609;-0.0613;0.0085;-0.0917;931.0;-23.64;19.91;-0.41;51.84;-24.56;-3.63;2.0;62.957;45.311283;14.539595;693.23;NaN;77.54;6.451613;85.67;18 / 38;567547;2021-12-16 10:38:03:151
1.1891;3.7241;7.887;0.7487;4.0362;8.9061;-0.5589;-0.1998;-0.3421;0.0149;-0.0806;0.0881;926.0;-21.49;20.64;-0.96;45.94;-24.22;-4.23;2.0;63.093;45.311283;14.539595;693.23;NaN;77.54;6.451613;85.67;18 / 38;568047;2021-12-16 10:38:03:651
0.698;4.61;9.2681;0.758;4.0223;8.9116;-0.0047;-0.0501;-0.8406;-8.0E-4;0.0512;-0.2446;920.0;-23.1;19.09;-0.19;51.37;-24.08;-5.75;2.0;63.021;45.311295;14.539873;689.35;NaN;77.44;6.451613;86.54;18 / 38;568547;2021-12-16 10:38:04:151
1.065;4.1291;8.7551;0.8105;4.0993;8.8718;-0.4561;0.1086;0.8086;0.0265;-0.0892;0.0733;924.0;-23.59;19.56;-0.66;50.83;-24.68;-4.76;2.0;61.258;45.311295;14.539873;689.35;NaN;77.44;6.451613;86.54;18 / 38;569047;2021-12-16 10:38:04:651
1.038;3.662;9.2321;1.1525;4.0624;8.8509;0.2944;-0.3097;-0.7514;-0.0774;-0.0316;-0.0719;904.0;-21.84;17.7;2.46;52.83;-24.47;-7.42;2.0;63.121;45.311314;14.54015;685.16;NaN;77.06;6.451613;86.5;18 / 38;569547;2021-12-16 10:38:05:151
0.926;4.0691;7.5251;0.7829;3.9823;8.9274;-0.1296;0.0461;-0.3208;0.0176;0.0781;0.0916;902.0;-21.84;19.14;0.9;51.12;-23.96;-5.01;2.0;61.514;45.311314;14.54015;685.16;NaN;77.06;6.451613;86.5;18 / 38;570047;2021-12-16 10:38:05:651
0.5861;4.215;9.3851;0.8816;4.1157;8.8574;0.1325;0.3973;0.8214;-0.0417;0.1041;0.0688;887.0;-22.14;18.79;0.11;50.32;-24.81;-5.68;2.0;61.31;45.311317;14.540417;682.9;NaN;74.72;6.451613;88.02;17 / 38;570547;2021-12-16 10:38:06:151
0.864;4.071;10.134;0.7576;4.0467;8.9006;-0.6861;-0.9656;0.7829;0.0212;-0.091;0.06;885.0;-22.44;19.39;-0.3;50.61;-24.35;-4.42;2.0;61.58;45.311317;14.540417;682.9;NaN;74.72;6.451613;88.02;17 / 38;571047;2021-12-16 10:38:06:651
1.062;4.502;9.653;1.0989;4.4379;8.6757;0.38;-0.1692;-1.1025;0.0176;0.0385;-0.0769;868.0;-19.8;18.41;3.36;51.76;-26.42;-7.35;2.0;64.823;45.311314;14.54068;679.68;NaN;73.95;6.451613;92.34;19 / 38;571547;2021-12-16 10:38:07:151
1.089;4.6001;7.599;1.0163;4.5218;8.6424;0.0576;-0.0618;1.1899;0.0517;-0.0175;-0.008;864.0;-19.2;18.54;3.0;49.34;-27.46;-6.71;2.0;63.346;45.311314;14.54068;679.68;NaN;73.95;6.451613;92.34;19 / 38;572047;2021-12-16 10:38:07:651
1.4141;4.2461;7.91;0.8798;4.5125;8.6622;-0.4951;-0.1351;-1.229;-0.0066;0.0125;0.0861;833.0;-19.39;18.96;-0.11;46.8;-27.4;-5.8;2.0;63.523;45.311302;14.540942;678.06;NaN;73.28;6.451613;92.22;19 / 38;572547;2021-12-16 10:38:08:151
1.103;4.634;9.0191;1.2647;4.3432;8.701;0.0362;0.4043;1.016;-0.0351;-0.0476;0.0415;858.0;-20.16;18.24;0.36;48.8;-26.5;-7.95;2.0;62.762;45.311302;14.540942;678.06;NaN;73.28;6.451613;92.22;19 / 38;573047;2021-12-16 10:38:08:651
1.0841;4.3151;9.756;1.0726;4.3208;8.7379;0.0223;-0.4762;0.1229;0.0166;-0.0349;-0.0223;857.0;-20.94;18.6;0.71;49.71;-26.14;-7.14;2.0;61.737;45.311283;14.541197;676.13;NaN;73.22;6.451613;95.36;18 / 38;573547;2021-12-16 10:38:09:151
1.101;4.4831;8.025;0.9543;4.3534;8.7354;0.0366;0.1166;-0.2667;-0.0628;0.0052;-0.0393;854.0;-19.99;17.51;2.7;52.03;-26.64;-6.52;2.0;63.227;45.311283;14.541197;676.13;NaN;73.22;6.451613;95.36;18 / 38;574047;2021-12-16 10:38:09:651
0.8321;4.488;10.3091;0.7594;4.2527;8.8039;-0.2092;-0.1945;1.2433;-0.0521;-0.0074;-0.1449;851.0;-21.0;17.34;3.71;56.13;-25.8;-5.3;2.0;61.652;45.311264;14.541453;676.13;NaN;72.7;6.451613;96.04;18 / 38;574548;2021-12-16 10:38:10:152
0.4211;4.433;8.0831;0.6637;4.3002;8.7885;0.04;-0.0483;-1.2345;0.0036;-0.028;-0.1134;850.0;-20.1;16.26;4.74;57.62;-25.9;-4.42;2.0;62.033;45.311264;14.541453;676.13;NaN;72.7;6.451613;96.04;18 / 38;575047;2021-12-16 10:38:10:651
0.969;4.203;10.0481;0.6521;4.1902;8.8424;-0.0819;-0.0477;0.7608;-0.0943;0.001;0.0631;850.0;-19.56;16.26;4.69;57.71;-25.78;-3.87;2.0;61.618;45.31124;14.541717;676.45;NaN;72.57;6.451613;99.03;17 / 38;575547;2021-12-16 10:38:11:151
1.3061;4.337;9.947;0.8111;4.2512;8.8;-0.4996;-0.0803;-1.1412;0.0043;-0.08;0.0316;838.0;-19.31;15.66;5.94;57.17;-25.57;-4.82;2.0;62.535;45.31124;14.541717;676.45;NaN;72.57;6.451613;99.03;17 / 38;576047;2021-12-16 10:38:11:651
0.552;4.095;8.0111;0.9338;4.1357;8.8428;0.3869;0.0508;0.8336;-0.0212;-0.0191;-0.0154;833.0;-18.84;14.94;4.8;57.56;-24.94;-6.03;2.0;61.866;45.311203;14.541975;676.45;NaN;72.78;6.451613;99.51;16 / 38;576547;2021-12-16 10:38:12:151
0.816;4.229;8.576;0.6788;4.2488;8.8123;-0.4841;0.0175;0.3376;-0.0164;0.0382;-0.0773;824.0;-19.86;15.19;5.21;59.3;-25.71;-4.83;2.0;62.347;45.311203;14.541975;676.45;NaN;72.78;6.451613;99.51;16 / 38;577047;2021-12-16 10:38:12:651
1.242;3.9251;10.6061;1.0066;4.0636;8.8681;0.3025;0.3549;0.7062;-0.054;-0.0199;0.1162;823.0;-20.34;15.71;4.86;56.87;-24.84;-6.11;2.0;62.323;45.311172;14.542242;677.74;NaN;72.99;6.451613;99.9;17 / 38;577547;2021-12-16 10:38:13:151
0.347;4.0781;8.4371;0.8879;4.0772;8.8746;-0.2893;-0.1501;0.5813;0.0118;0.0176;-0.0505;815.0;-22.14;15.19;3.96;59.83;-24.38;-5.96;2.0;61.737;45.311172;14.542242;677.74;NaN;72.99;6.451613;99.9;17 / 38;578047;2021-12-16 10:38:13:651
0.933;4.301;9.5501;0.9376;4.1397;8.8405;-0.1761;0.0078;-0.0365;0.0549;-0.0337;0.049;815.0;-20.7;14.51;3.9;58.94;-24.74;-5.66;2.0;62.504;45.311134;14.54251;677.1;NaN;73.15;6.774193;101.9;19 / 38;578547;2021-12-16 10:38:14:151
1.034;4.9811;9.0281;0.9205;4.0113;8.9013;-0.3714;-0.4121;2.1848;-0.0219;-0.0048;-0.0367;816.0;-20.16;14.7;5.4;58.52;-24.14;-5.9;2.0;62.511;45.311134;14.54251;677.1;NaN;73.15;6.774193;101.9;19 / 38;579048;2021-12-16 10:38:14:652
1.1321;3.8801;7.899;0.9761;4.2797;8.7694;-0.2542;0.1935;-1.3332;-0.0337;-0.0318;-0.0362;812.0;-18.9;14.04;4.74;59.73;-25.87;-6.35;2.0;62.432;45.311096;14.542768;677.74;NaN;75.09;6.451613;102.52;19 / 38;579548;2021-12-16 10:38:15:152
1.3901;4.368;9.162;1.0094;4.181;8.8131;-0.094;0.1397;1.1782;-0.0275;-0.0353;-0.0881;812.0;-19.31;14.04;5.7;60.55;-25.24;-6.53;2.0;62.083;45.311096;14.542768;677.74;NaN;75.09;6.451613;102.52;19 / 38;580047;2021-12-16 10:38:15:651
-0.059;4.26;10.29;0.9878;4.2491;8.7829;-0.6657;-0.3285;-0.8053;0.0055;0.0366;-0.1198;812.0;-20.4;12.96;6.3;63.63;-25.47;-6.84;2.0;62.651;45.311047;14.543027;678.39;NaN;75.78;6.451613;103.98;20 / 38;580548;2021-12-16 10:38:16:152
0.998;4.224;9.7511;0.8705;4.2919;8.7745;0.0966;0.012;1.448;0.0116;-0.0109;-0.081;817.0;-20.89;12.06;7.01;68.02;-25.67;-5.79;2.0;62.787;45.311047;14.543027;678.39;NaN;75.78;6.451613;103.98;20 / 38;581047;2021-12-16 10:38:16:651
0.758;4.071;8.463;1.0303;4.2013;8.801;-0.538;-0.0294;-1.2787;-0.0224;-0.0362;0.1309;820.0;-19.61;13.01;5.1;62.77;-25.57;-6.18;2.0;62.969;45.311;14.543288;676.77;NaN;76.24;6.451613;106.15;21 / 38;581547;2021-12-16 10:38:17:151
1.395;4.478;8.09;0.9639;4.0579;8.8755;0.2853;0.1143;0.4141;-0.0227;0.0373;0.0674;822.0;-21.9;13.5;6.66;64.44;-24.7;-6.34;2.0;62.25;45.311;14.543288;676.77;NaN;76.24;6.451613;106.15;21 / 38;582047;2021-12-16 10:38:17:651
0.5261;4.073;8.5331;0.8392;4.1632;8.8394;-0.0278;0.0885;-0.9122;0.003;-0.0206;-0.1012;836.0;-20.64;12.79;5.51;64.77;-25.02;-5.62;2.0;62.134;45.310932;14.543542;676.77;NaN;76.3;6.451613;109.96;20 / 38;582548;2021-12-16 10:38:18:152
0.639;4.229;9.677;0.7149;4.1088;8.8756;0.3537;-0.0288;1.0483;0.0459;0.0067;-0.0774;836.0;-20.76;12.79;6.71;65.79;-24.53;-4.9;2.0;62.592;45.310932;14.543542;676.77;NaN;76.3;6.451613;109.96;20 / 38;583047;2021-12-16 10:38:18:651
0.564;4.308;10.737;0.7651;4.2509;8.8043;-0.1962;-0.1766;-0.8923;0.0081;-0.0778;-0.0758;827.0;-20.76;11.51;6.54;68.31;-25.59;-4.7;2.0;62.814;45.310863;14.543795;676.45;NaN;76.37;6.451613;109.37;20 / 38;583547;2021-12-16 10:38:19:151
